»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002773,øµ∫Î“©“µ,58.66,62.62,57.9,61.03,60.1,-1.44,-2.396,2.1357,1505080,89873268.88,39549160183.8,4133821762.14
2018-04-12,'002773,øµ∫Î“©“µ,60.1,61.3,59.13,60.0,60.18,-0.08,-0.1329,1.1803,831750,50230933.0,40520022622.7,4235299827.9
2018-04-11,'002773,øµ∫Î“©“µ,60.18,61.38,59.01,59.42,59.14,1.04,1.7585,1.7179,1210590,72864774.37,40573959424.9,4240937498.22
2018-04-10,'002773,øµ∫Î“©“µ,59.14,60.55,58.1,59.6,60.67,-1.53,-2.5218,1.5132,1066366,63519890.86,39872780996.8,4167647784.06
2018-04-09,'002773,øµ∫Î“©“µ,60.67,60.96,57.51,59.08,58.99,1.68,2.8479,1.4646,1032111,61675911.51,40904322338.1,4275468228.93
2018-04-04,'002773,øµ∫Î“©“µ,58.99,64.78,58.85,61.95,60.9,-1.91,-3.1363,2.6891,1895032,117051353.04,39771649492.7,4157077152.21
2018-04-03,'002773,øµ∫Î“©“µ,60.9,61.3,59.62,60.32,61.3,-0.4,-0.6525,2.0062,1413801,85466146.49,41059390644.3,4291676531.1
2018-04-02,'002773,øµ∫Î“©“µ,61.3,62.88,59.21,59.82,59.84,1.46,2.4398,4.089,2881523,175875611.62,41329074655.1,4319864882.7
2018-03-30,'002773,øµ∫Î“©“µ,59.84,59.84,54.4,54.4,54.4,5.44,10.0,5.4318,3827858,224629261.02,40344728015.7,4216977399.36
2018-03-29,'002773,øµ∫Î“©“µ,54.4,55.97,53.9,55.25,55.2,-0.8,-1.4493,1.7248,1215500,66554969.36,36677025468.8,3833615817.6
2018-03-28,'002773,øµ∫Î“©“µ,55.2,57.35,54.6,57.0,57.5,-2.3,-4.0,1.9889,1401617,78244141.95,37216393490.4,3889992520.8
2018-03-27,'002773,øµ∫Î“©“µ,57.5,57.95,55.4,55.4,55.3,2.2,3.9783,2.9564,2083409,119024137.67,38767076552.5,4052075542.5
2018-03-26,'002773,øµ∫Î“©“µ,55.3,56.28,52.0,53.46,53.58,1.72,3.2102,2.7425,1932687,106388221.59,37283814493.1,3897039608.7
2018-03-23,'002773,øµ∫Î“©“µ,53.58,55.71,52.28,52.65,54.95,-1.37,-2.4932,2.676,1885826,101757620.34,36124173246.7,3775829696.82
2018-03-22,'002773,øµ∫Î“©“µ,54.95,57.7,54.7,57.51,57.51,-2.56,-4.4514,2.5433,1792300,99536642.49,37047840983.7,3872374801.05
2018-03-21,'002773,øµ∫Î“©“µ,57.51,59.73,57.5,59.39,59.73,-2.22,-3.7167,2.1726,1531075,89087534.48,38773818652.8,4052780251.29
2018-03-20,'002773,øµ∫Î“©“µ,59.73,60.32,56.53,56.7,57.31,2.42,4.2226,3.16,2226895,131362862.32,40270564912.7,4209225602.67
