»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002718,”—∞Óµı∂•,49.3,51.0,46.5,46.5,47.22,2.08,4.4049,3.0402,791411,39090715.04,4320251979.8,1283371979.8
2018-04-12,'002718,”—∞Óµı∂•,47.22,47.44,46.68,46.97,46.97,0.25,0.5323,0.9189,239200,11259373.0,4137977656.92,1229225656.92
2018-04-11,'002718,”—∞Óµı∂•,46.97,47.43,46.39,46.4,46.39,0.58,1.2503,1.0087,262576,12304805.81,4116069685.42,1222717685.42
2018-04-10,'002718,”—∞Óµı∂•,46.39,46.94,46.29,46.29,46.45,-0.06,-0.1292,0.9288,241789,11249295.84,4065243191.54,1207619191.54
2018-04-09,'002718,”—∞Óµı∂•,46.45,47.27,45.12,47.24,47.28,-0.83,-1.7555,0.783,203820,9517245.0,4070501104.7,1209181104.7
2018-04-04,'002718,”—∞Óµı∂•,47.28,47.97,47.25,47.28,47.54,-0.26,-0.5469,0.6113,159127,7569926.61,4143235570.08,1230787570.08
2018-04-03,'002718,”—∞Óµı∂•,47.54,48.03,47.39,47.79,48.25,-0.71,-1.4715,0.6956,181072,8615478.36,4166019860.44,1237555860.44
2018-04-02,'002718,”—∞Óµı∂•,48.25,48.28,47.47,47.66,47.59,0.66,1.3868,0.7721,201000,9637779.8,4228238499.5,1256038499.5
2018-03-30,'002718,”—∞Óµı∂•,47.59,47.8,47.25,47.61,47.23,0.36,0.7622,0.9223,240080,11415744.6,4170401454.74,1238857454.74
2018-03-29,'002718,”—∞Óµı∂•,47.23,47.88,47.06,47.55,47.2,0.03,0.0636,0.5889,153300,7246506.98,4138853975.78,1229485975.78
2018-03-28,'002718,”—∞Óµı∂•,47.2,47.77,47.0,47.03,47.52,-0.32,-0.6734,0.4341,113000,5349807.0,4136225019.2,1228705019.2
2018-03-27,'002718,”—∞Óµı∂•,47.52,47.75,46.98,46.98,46.53,0.99,2.1277,0.7007,182407,8664554.11,4164267222.72,1237035222.72
2018-03-26,'002718,”—∞Óµı∂•,46.53,46.88,45.11,45.99,46.0,0.53,1.1522,0.7452,193980,8948812.0,4077511655.58,1211263655.58
2018-03-23,'002718,”—∞Óµı∂•,46.0,48.66,45.77,48.66,49.06,-3.06,-6.2373,1.3445,349986,16483999.39,4031066756.0,1197466756.0
2018-03-22,'002718,”—∞Óµı∂•,49.06,49.47,48.14,49.07,49.03,0.03,0.0612,0.8253,214839,10515049.3,4299220327.16,1277124327.16
2018-03-21,'002718,”—∞Óµı∂•,49.03,50.89,49.03,50.5,50.5,-1.47,-2.9109,0.7721,201000,10081719.4,4296591370.58,1276343370.58
2018-03-20,'002718,”—∞Óµı∂•,50.5,50.58,49.66,49.88,50.75,-0.25,-0.4926,0.6703,174500,8772083.0,4425410243.0,1314610243.0
2018-03-19,'002718,”—∞Óµı∂•,50.75,50.9,50.23,50.23,50.49,0.26,0.515,0.9542,248400,12571310.0,4447318214.5,1321118214.5
2018-03-16,'002718,”—∞Óµı∂•,50.49,50.75,49.88,50.6,50.6,-0.11,-0.2174,0.8159,212400,10672555.0,4424533924.14,1314349924.14
2018-03-15,'002718,”—∞Óµı∂•,50.6,51.0,49.88,51.0,51.03,-0.43,-0.8426,1.7082,444678,22378844.32,4434173431.6,1317213431.6
2018-03-14,'002718,”—∞Óµı∂•,51.03,51.85,48.72,48.9,49.1,1.93,3.9308,2.664,693498,35049787.71,4471855142.58,1328407142.58
2018-03-13,'002718,”—∞Óµı∂•,49.1,49.81,48.7,49.52,49.52,-0.42,-0.8481,0.9694,252360,12431888.51,4302725602.6,1278165602.6
2018-03-12,'002718,”—∞Óµı∂•,49.52,50.49,49.51,50.15,49.9,-0.38,-0.7615,1.3134,341900,17053066.0,4339530994.72,1289098994.72
2018-03-09,'002718,”—∞Óµı∂•,49.9,49.98,48.51,49.0,48.74,1.16,2.38,2.0238,526846,26056868.63,4372831111.4,1298991111.4
2018-03-08,'002718,”—∞Óµı∂•,48.74,48.81,47.79,47.91,48.07,0.67,1.3938,1.2097,314912,15259701.92,4271178123.64,1268794123.64
2018-03-07,'002718,”—∞Óµı∂•,48.07,48.84,47.91,48.5,48.44,-0.37,-0.7638,0.8736,227412,10955549.48,4212464760.02,1251352760.02
2018-03-06,'002718,”—∞Óµı∂•,48.44,48.47,46.6,46.9,46.95,1.49,3.1736,1.7612,458466,21929008.39,4244888557.84,1260984557.84
2018-03-05,'002718,”—∞Óµı∂•,46.95,47.28,46.46,47.25,47.1,-0.15,-0.3185,0.8306,216213,10113648.1,4114317047.7,1222197047.7
2018-03-02,'002718,”—∞Óµı∂•,47.1,47.46,47.01,47.01,47.67,-0.57,-1.1957,0.6016,156600,7392879.0,4127461830.6,1226101830.6
2018-03-01,'002718,”—∞Óµı∂•,47.67,47.69,46.58,46.58,46.78,0.89,1.9025,0.761,198100,9361362.0,4177412005.62,1240940005.62
2018-02-28,'002718,”—∞Óµı∂•,46.78,47.65,46.65,47.56,47.68,-0.9,-1.8876,1.0116,263333,12421253.53,4099419627.08,1217771627.08
2018-02-27,'002718,”—∞Óµı∂•,47.68,48.23,47.41,47.77,47.79,-0.11,-0.2302,0.7666,199568,9544401.1,4178288324.48,1241200324.48
2018-02-26,'002718,”—∞Óµı∂•,47.79,47.79,46.51,46.78,46.75,1.04,2.2246,1.0263,267172,12615453.78,4187927831.94,1244063831.94
2018-02-23,'002718,”—∞Óµı∂•,46.75,47.44,46.75,47.05,47.05,-0.3,-0.6376,0.5654,147177,6919672.76,4096790670.5,1216990670.5
2018-02-22,'002718,”—∞Óµı∂•,47.05,47.59,46.35,46.77,46.65,0.4,0.8574,0.7581,197342,9247388.16,4123080236.3,1224800236.3
2018-02-14,'002718,”—∞Óµı∂•,46.65,47.14,46.21,46.72,46.73,-0.08,-0.1712,0.8328,216794,10106120.14,4088027481.9,1214387481.9
2018-02-13,'002718,”—∞Óµı∂•,46.73,46.92,45.93,46.24,45.94,0.79,1.7196,0.85,221275,10298315.6,4095038032.78,1216470032.78
2018-02-12,'002718,”—∞Óµı∂•,45.94,46.33,44.66,45.0,44.6,1.34,3.0045,0.6277,163400,7453556.0,4025808842.84,1195904842.84
2018-02-09,'002718,”—∞Óµı∂•,44.6,45.65,44.3,45.0,45.26,-0.66,-1.4582,1.3518,351900,15819963.54,3908382115.6,1161022115.6
2018-02-08,'002718,”—∞Óµı∂•,45.26,45.77,44.33,44.5,45.03,0.23,0.5108,0.597,155400,7063098.0,3966219160.36,1178203160.36
2018-02-07,'002718,”—∞Óµı∂•,45.03,46.0,44.3,44.95,44.95,0.08,0.178,1.1379,296214,13339505.24,3946063826.58,1172215826.58
2018-02-06,'002718,”—∞Óµı∂•,44.95,46.9,44.51,45.41,45.89,-0.94,-2.0484,1.3016,338840,15422176.6,3939053275.7,1170133275.7
2018-02-05,'002718,”—∞Óµı∂•,45.89,49.0,44.14,44.9,45.6,0.29,0.636,0.9071,236140,10951548.0,4021427248.54,1194603248.54
