хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2018-04-13,'300396,╣охПр╫аф,44.92,45.77,43.69,43.7,43.68,1.24,2.8388,1.3642,2092039,94178210.72,6888482000.0,6888482000.0
2018-04-12,'300396,╣охПр╫аф,43.68,44.3,42.5,42.79,42.79,0.89,2.0799,1.088,1668388,72695289.39,6698328000.0,6698328000.0
2018-04-11,'300396,╣охПр╫аф,42.79,43.25,42.65,42.9,42.99,-0.2,-0.4652,0.5464,837963,35936337.89,6561846500.0,6561846500.0
2018-04-10,'300396,╣охПр╫аф,42.99,43.15,42.21,42.49,42.5,0.49,1.1529,0.5961,914167,39073055.33,6592516500.0,6592516500.0
2018-04-09,'300396,╣охПр╫аф,42.5,42.7,41.51,41.94,42.21,0.29,0.687,0.5054,774996,32786742.18,6517375000.0,6517375000.0
2018-04-04,'300396,╣охПр╫аф,42.21,43.9,41.73,42.42,42.36,-0.15,-0.3541,0.7685,1178473,50353832.35,6472903500.0,6472903500.0
2018-04-03,'300396,╣охПр╫аф,42.36,43.21,42.1,42.59,43.27,-0.91,-2.1031,0.7352,1127502,48093484.42,6495906000.0,6495906000.0
2018-04-02,'300396,╣охПр╫аф,43.27,43.5,42.07,42.58,42.95,0.32,0.7451,1.0295,1578709,67538048.6,6635454500.0,6635454500.0
2018-03-30,'300396,╣охПр╫аф,42.95,43.06,41.88,42.1,42.11,0.84,1.9948,0.8808,1350706,57541184.11,6586382500.0,6586382500.0
2018-03-29,'300396,╣охПр╫аф,42.11,42.3,40.18,40.18,40.53,1.58,3.8983,0.9339,1432185,59793958.7,6457568500.0,6457568500.0
2018-03-28,'300396,╣охПр╫аф,40.53,41.0,39.7,40.08,40.39,0.14,0.3466,0.5809,890884,36227349.49,6215275500.0,6215275500.0
2018-03-27,'300396,╣охПр╫аф,40.39,40.58,39.11,39.4,39.0,1.39,3.5641,0.5082,779392,31127171.2,6193806500.0,6193806500.0
2018-03-26,'300396,╣охПр╫аф,39.0,39.1,37.82,38.5,38.3,0.7,1.8277,0.4694,719766,27781547.93,5980650000.0,5980650000.0
2018-03-23,'300396,╣охПр╫аф,38.3,39.5,37.66,39.5,40.11,-1.81,-4.5126,0.8593,1317752,50780481.03,5873305000.0,5873305000.0
2018-03-22,'300396,╣охПр╫аф,40.11,40.93,40.07,40.33,40.2,-0.09,-0.2239,0.2955,453104,18375472.64,6150868500.0,6150868500.0
2018-03-21,'300396,╣охПр╫аф,40.2,41.65,40.2,41.3,41.05,-0.85,-2.0706,0.4882,748667,30768559.93,6164670000.0,6164670000.0
2018-03-20,'300396,╣охПр╫аф,41.05,41.86,40.86,41.0,41.15,-0.1,-0.243,0.68,1042758,43266785.09,6295017500.0,6295017500.0
2018-03-19,'300396,╣охПр╫аф,41.15,41.26,39.78,40.0,40.22,0.93,2.3123,0.4284,657010,26694757.36,6310352500.0,6310352500.0
2018-03-16,'300396,╣охПр╫аф,40.22,40.75,40.0,40.06,40.08,0.14,0.3493,0.211,323551,13081470.42,6167737000.0,6167737000.0
2018-03-15,'300396,╣охПр╫аф,40.08,40.73,39.8,40.73,40.78,-0.7,-1.7165,0.4244,650801,26122316.95,6146268000.0,6146268000.0
2018-03-14,'300396,╣охПр╫аф,40.78,40.89,40.5,40.7,40.99,-0.21,-0.5123,0.3619,554961,22590615.86,6253613000.0,6253613000.0
2018-03-13,'300396,╣охПр╫аф,40.99,41.21,40.52,41.13,41.21,-0.22,-0.5339,0.5128,786380,32134176.46,6285816500.0,6285816500.0
2018-03-12,'300396,╣охПр╫аф,41.21,42.22,41.03,41.37,41.1,0.11,0.2676,0.7912,1213313,50296060.92,6319553500.0,6319553500.0
2018-03-09,'300396,╣охПр╫аф,41.1,41.11,40.38,40.79,40.8,0.3,0.7353,0.7879,1208191,49379505.17,6302685000.0,6302685000.0
2018-03-08,'300396,╣охПр╫аф,40.8,41.11,40.23,40.7,40.8,0.0,0.0,0.5211,799098,32476476.15,6256680000.0,6256680000.0
2018-03-07,'300396,╣охПр╫аф,40.8,40.84,39.6,39.98,39.9,0.9,2.2556,0.686,1052007,42520292.59,6256680000.0,6256680000.0
2018-03-06,'300396,╣охПр╫аф,39.9,40.4,38.91,38.91,39.06,0.84,2.1505,0.4947,758642,30171497.53,6118665000.0,6118665000.0
2018-03-05,'300396,╣охПр╫аф,39.06,39.18,38.6,38.84,38.9,0.16,0.4113,0.3491,535380,20829053.21,5989851000.0,5989851000.0
2018-03-02,'300396,╣охПр╫аф,38.9,39.67,38.54,39.4,39.81,-0.91,-2.2859,0.5094,781129,30538235.37,5965315000.0,5965315000.0
2018-03-01,'300396,╣охПр╫аф,39.81,39.94,39.05,39.33,39.4,0.41,1.0406,0.3201,490885,19482417.24,6104863500.0,6104863500.0
2018-02-28,'300396,╣охПр╫аф,39.4,39.44,38.63,39.18,39.44,-0.04,-0.1014,0.3193,489670,19169281.6,6041990000.0,6041990000.0
2018-02-27,'300396,╣охПр╫аф,39.44,39.57,39.07,39.37,39.37,0.07,0.1778,0.3513,538724,21181004.57,6048124000.0,6048124000.0
2018-02-26,'300396,╣охПр╫аф,39.37,39.48,38.1,38.1,37.9,1.47,3.8786,0.4844,742878,28903350.93,6037389500.0,6037389500.0
2018-02-23,'300396,╣охПр╫аф,37.9,38.13,37.73,37.85,37.85,0.05,0.1321,0.1839,282077,10681110.21,5811965000.0,5811965000.0
2018-02-22,'300396,╣охПр╫аф,37.85,38.26,37.71,38.0,37.7,0.15,0.3979,0.3011,461797,17508533.27,5804297500.0,5804297500.0
2018-02-14,'300396,╣охПр╫аф,37.7,37.86,36.85,37.8,37.8,-0.1,-0.2646,0.4038,619207,23064890.2,5781295000.0,5781295000.0
2018-02-13,'300396,╣охПр╫аф,37.8,38.3,37.51,38.05,37.74,0.06,0.159,0.307,470794,17809851.67,5796630000.0,5796630000.0
2018-02-12,'300396,╣охПр╫аф,37.74,38.6,36.8,36.98,36.56,1.18,3.2276,0.5458,836908,31570309.9,5787429000.0,5787429000.0
2018-02-09,'300396,╣охПр╫аф,36.56,36.99,35.51,36.9,37.5,-0.94,-2.5067,0.61,935406,34060566.27,5606476000.0,5606476000.0
2018-02-08,'300396,╣охПр╫аф,37.5,37.6,36.7,36.99,36.71,0.79,2.152,0.2948,452110,16868558.05,5750625000.0,5750625000.0
2018-02-07,'300396,╣охПр╫аф,36.71,37.64,36.05,37.0,36.69,0.02,0.0545,0.6873,1053975,38976966.92,5629478500.0,5629478500.0
2018-02-06,'300396,╣охПр╫аф,36.69,37.6,36.36,37.6,38.02,-1.33,-3.4982,0.8208,1258706,46270031.1,5626411500.0,5626411500.0
2018-02-05,'300396,╣охПр╫аф,38.02,38.73,37.7,37.9,38.87,-0.85,-2.1868,0.4806,737063,28246001.24,5830367000.0,5830367000.0
2018-02-02,'300396,╣охПр╫аф,38.87,39.17,35.78,35.78,39.3,-0.43,-1.0941,1.3481,2067354,77268313.89,5960714500.0,5960714500.0
2018-02-01,'300396,╣охПр╫аф,39.3,39.99,38.81,39.62,39.65,-0.35,-0.8827,0.556,852657,33475103.55,6026655000.0,6026655000.0
2018-01-31,'300396,╣охПр╫аф,39.65,40.64,39.5,40.55,40.56,-0.91,-2.2436,0.4069,624047,24864579.34,6080327500.0,6080327500.0
2018-01-30,'300396,╣охПр╫аф,40.56,41.0,39.8,40.01,40.1,0.46,1.1471,0.3561,546029,22177624.42,6219876000.0,6219876000.0
2018-01-29,'300396,╣охПр╫аф,40.1,41.53,40.02,41.51,41.3,-1.2,-2.9056,0.7398,1134534,46012303.06,6149335000.0,6149335000.0
2018-01-26,'300396,╣охПр╫аф,41.3,41.99,41.3,41.65,41.65,-0.35,-0.8403,0.4166,638867,26541817.51,6333355000.0,6333355000.0
2018-01-25,'300396,╣охПр╫аф,41.65,42.46,41.53,41.64,41.95,-0.3,-0.7151,0.5281,809838,34050150.48,6387027500.0,6387027500.0
2018-01-24,'300396,╣охПр╫аф,41.95,42.45,40.55,41.8,41.57,0.38,0.9141,0.8623,1322342,55027883.64,6433032500.0,6433032500.0
2018-01-23,'300396,╣охПр╫аф,41.57,42.5,41.57,41.99,41.95,-0.38,-0.9058,0.5993,919100,38630783.87,6374759500.0,6374759500.0
2018-01-22,'300396,╣охПр╫аф,41.95,42.92,41.26,42.75,42.71,-0.76,-1.7794,0.7053,1081645,45465222.21,6433032500.0,6433032500.0
2018-01-19,'300396,╣охПр╫аф,42.71,43.75,42.35,42.69,42.82,-0.11,-0.2569,0.9138,1401299,60354641.92,6549578500.0,6549578500.0
2018-01-18,'300396,╣охПр╫аф,42.82,44.19,42.2,43.5,43.95,-1.13,-2.5711,0.8763,1343817,57818306.05,6566447000.0,6566447000.0
2018-01-17,'300396,╣охПр╫аф,43.95,44.58,41.25,42.79,42.8,1.15,2.6869,1.2484,1914451,82227779.91,6739732500.0,6739732500.0
2018-01-16,'300396,╣охПр╫аф,42.8,42.83,41.61,41.61,41.7,1.1,2.6379,0.691,1059659,44903594.59,6563380000.0,6563380000.0
2018-01-15,'300396,╣охПр╫аф,41.7,43.72,41.7,43.72,43.75,-2.05,-4.6857,0.9821,1506004,64018309.1,6394695000.0,6394695000.0
2018-01-12,'300396,╣охПр╫аф,43.75,44.25,43.28,43.61,43.65,0.1,0.2291,0.7955,1219824,53328584.59,6709062500.0,6709062500.0
2018-01-11,'300396,╣охПр╫аф,43.65,44.18,43.11,43.5,43.49,0.16,0.3679,0.7601,1165592,50919768.1,6693727500.0,6693727500.0
2018-01-10,'300396,╣охПр╫аф,43.49,45.2,43.48,45.2,45.38,-1.89,-4.1648,1.2527,1920976,85113645.49,6669191500.0,6669191500.0
2018-01-09,'300396,╣охПр╫аф,45.38,45.5,44.6,45.5,45.3,0.08,0.1766,0.9616,1474588,66375046.66,6959023000.0,6959023000.0
2018-01-08,'300396,╣охПр╫аф,45.3,45.89,44.3,45.89,45.68,-0.38,-0.8319,1.3011,1995233,89562427.24,6946755000.0,6946755000.0
2018-01-05,'300396,╣охПр╫аф,45.68,46.4,44.96,46.2,46.22,-0.54,-1.1683,1.5845,2429858,110599578.78,7005028000.0,7005028000.0
2018-01-04,'300396,╣охПр╫аф,46.22,47.2,45.61,46.0,46.22,0.0,0.0,2.2299,3419600,158002570.71,7087837000.0,7087837000.0
2018-01-03,'300396,╣охПр╫аф,46.22,46.99,42.48,42.72,42.77,3.45,8.0664,3.3169,5086443,228670732.29,7087837000.0,7087837000.0
2018-01-02,'300396,╣охПр╫аф,42.77,43.6,41.76,43.55,43.6,-0.83,-1.9037,1.969,3019473,128520272.12,6558779500.0,6558779500.0
2017-12-29,'300396,╣охПр╫аф,43.6,45.76,42.6,44.8,43.82,-0.22,-0.5021,4.0101,6149419,270928764.1,6686060000.0,6686060000.0
2017-12-28,'300396,╣охПр╫аф,43.82,43.82,43.6,43.82,39.84,3.98,9.99,2.0306,3113923,136448752.86,6719797000.0,6719797000.0
2017-12-27,'300396,╣охПр╫аф,39.84,40.48,37.5,38.53,38.5,1.34,3.4805,0.8574,1314877,52125992.93,6109464000.0,6109464000.0
2017-12-26,'300396,╣охПр╫аф,38.5,38.56,36.58,38.01,38.19,0.31,0.8117,0.5497,843034,31611892.57,5903975000.0,5903975000.0
2017-12-25,'300396,╣охПр╫аф,38.19,39.7,38.02,39.19,39.11,-0.92,-2.3523,0.2571,394200,15217553.88,5856436500.0,5856436500.0
2017-12-22,'300396,╣охПр╫аф,39.11,39.2,38.81,39.09,39.1,0.01,0.0256,0.2127,326202,12741912.08,5997518500.0,5997518500.0
