»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002084,∫£≈∏◊°π§,6.26,6.43,6.23,6.4,6.52,-0.26,-3.9877,2.2488,9131434,57608673.74,3170017851.28,2541909389.38
2018-04-12,'002084,∫£≈∏◊°π§,6.52,6.6,6.11,6.19,6.16,0.36,5.8442,3.0849,12526547,80065341.52,3301679934.56,2647483900.76
2018-04-11,'002084,∫£≈∏◊°π§,6.16,6.22,6.12,6.16,6.08,0.08,1.3158,0.4372,1775200,10926060.82,3119378588.48,2501303808.08
2018-04-10,'002084,∫£≈∏◊°π§,6.08,6.1,5.99,6.03,6.04,0.04,0.6623,0.4677,1899244,11482977.63,3078867178.24,2468819343.04
2018-04-09,'002084,∫£≈∏◊°π§,6.04,6.11,5.96,6.01,6.05,-0.01,-0.1653,0.4268,1733200,10454694.0,3058611473.12,2452577110.52
2018-04-04,'002084,∫£≈∏◊°π§,6.05,6.21,6.04,6.15,6.09,-0.04,-0.6568,0.3829,1554919,9492418.09,3063675399.4,2456637668.65
2018-04-03,'002084,∫£≈∏◊°π§,6.09,6.16,6.04,6.16,6.23,-0.14,-2.2472,0.3913,1588783,9675231.98,3083931104.52,2472879901.17
2018-04-02,'002084,∫£≈∏◊°π§,6.23,6.27,6.18,6.2,6.19,0.04,0.6462,0.4315,1752246,10916898.39,3154826072.44,2529727714.99
2018-03-30,'002084,∫£≈∏◊°π§,6.19,6.25,6.15,6.15,6.17,0.02,0.3241,0.3998,1623333,10087061.88,3134570367.32,2513485482.47
2018-03-29,'002084,∫£≈∏◊°π§,6.17,6.22,6.07,6.07,6.17,0.0,0.0,0.4465,1813235,11144984.85,3124442514.76,2505364366.21
2018-03-28,'002084,∫£≈∏◊°π§,6.17,6.45,6.14,6.25,6.15,0.02,0.3252,0.8416,3417517,21443791.08,3124442514.76,2505364366.21
2018-03-27,'002084,∫£≈∏◊°π§,6.15,6.16,6.01,6.01,5.95,0.2,3.3613,0.6008,2439529,14852699.35,3114314662.2,2497243249.95
2018-03-26,'002084,∫£≈∏◊°π§,5.95,5.95,5.66,5.66,6.01,-0.06,-0.9983,0.5674,2303992,13428095.74,3013036136.6,2416032087.35
2018-03-23,'002084,∫£≈∏◊°π§,6.01,6.41,5.93,6.41,6.52,-0.51,-7.8221,0.8684,3526300,21879790.14,3043419694.28,2440395436.13
2018-03-22,'002084,∫£≈∏◊°π§,6.52,6.54,6.21,6.3,6.41,0.11,1.7161,0.8326,3380718,21650905.76,3301679934.56,2647483900.76
2018-03-21,'002084,∫£≈∏◊°π§,6.41,6.7,6.35,6.37,6.34,0.07,1.1041,0.7754,3148600,20470663.0,3245976745.48,2602817761.33
2018-03-20,'002084,∫£≈∏◊°π§,6.34,6.39,6.25,6.34,6.35,-0.01,-0.1575,0.2919,1185079,7491821.06,3210529261.52,2574393854.42
2018-03-19,'002084,∫£≈∏◊°π§,6.35,6.44,6.28,6.31,6.35,0.0,0.0,0.3635,1476035,9405937.58,3215593187.8,2578454412.55
2018-03-16,'002084,∫£≈∏◊°π§,6.35,6.47,6.34,6.39,6.41,-0.06,-0.936,0.6019,2444154,15632447.78,3215593187.8,2578454412.55
2018-03-15,'002084,∫£≈∏◊°π§,6.41,6.72,6.35,6.69,6.72,-0.31,-4.6131,1.2287,4989198,32529071.5,3245976745.48,2602817761.33
2018-03-14,'002084,∫£≈∏◊°π§,6.72,6.82,6.38,6.42,6.41,0.31,4.8362,1.5759,6399203,42490100.39,3402958460.16,2728695063.36
2018-03-13,'002084,∫£≈∏◊°π§,6.41,6.48,6.38,6.39,6.42,-0.01,-0.1558,0.5266,2138174,13764628.41,3245976745.48,2602817761.33
2018-03-12,'002084,∫£≈∏◊°π§,6.42,6.44,6.35,6.41,6.37,0.05,0.7849,0.4957,2012701,12887886.39,3251040671.76,2606878319.46
2018-03-09,'002084,∫£≈∏◊°π§,6.37,6.38,6.27,6.27,6.28,0.09,1.4331,0.4919,1997200,12649049.0,3225721040.36,2586575528.81
2018-03-08,'002084,∫£≈∏◊°π§,6.28,6.34,6.24,6.29,6.26,0.02,0.3195,0.2434,988271,6206322.75,3180145703.84,2550030505.64
2018-03-07,'002084,∫£≈∏◊°π§,6.26,6.43,6.24,6.32,6.35,-0.09,-1.4173,0.4085,1658900,10505320.0,3170017851.28,2541909389.38
2018-03-06,'002084,∫£≈∏◊°π§,6.35,6.38,6.24,6.26,6.21,0.14,2.2544,0.4567,1854403,11749971.93,3215593187.8,2578454412.55
2018-03-05,'002084,∫£≈∏◊°π§,6.21,6.28,6.15,6.19,6.18,0.03,0.4854,0.3947,1602529,9949637.59,3144698219.88,2521606598.73
2018-03-02,'002084,∫£≈∏◊°π§,6.18,6.42,6.16,6.33,6.35,-0.17,-2.6772,0.598,2428303,15181535.63,3129506441.04,2509424924.34
2018-03-01,'002084,∫£≈∏◊°π§,6.35,6.44,6.25,6.29,6.3,0.05,0.7937,0.3721,1510900,9603807.56,3215593187.8,2578454412.55
2018-02-28,'002084,∫£≈∏◊°π§,6.3,6.38,6.19,6.19,6.26,0.04,0.639,0.5067,2057362,12938074.74,3190273556.4,2558151621.9
2018-02-27,'002084,∫£≈∏◊°π§,6.26,6.33,6.21,6.23,6.23,0.03,0.4815,0.4597,1866500,11716385.56,3170017851.28,2541909389.38
2018-02-26,'002084,∫£≈∏◊°π§,6.23,6.28,6.1,6.11,6.1,0.13,2.1311,0.4444,1804500,11173194.0,3154826072.44,2529727714.99
