»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002329,ª  œºØÕ≈,6.08,6.23,6.06,6.16,6.19,-0.11,-1.7771,1.0446,7565300,46468859.17,5092851412.8,4403226397.44
2018-04-12,'002329,ª  œºØÕ≈,6.19,6.4,6.12,6.18,6.2,-0.01,-0.1613,1.4482,10488308,65633686.66,5184991816.65,4482890032.92
2018-04-11,'002329,ª  œºØÕ≈,6.2,6.23,6.09,6.11,6.08,0.12,1.9737,1.1763,8518928,52524656.81,5193368217.0,4490132181.6
2018-04-10,'002329,ª  œºØÕ≈,6.08,6.13,5.95,6.11,6.09,-0.01,-0.1642,1.0337,7486451,45231176.93,5092851412.8,4403226397.44
2018-04-09,'002329,ª  œºØÕ≈,6.09,6.2,6.04,6.13,6.18,-0.09,-1.4563,1.1748,8508152,51930524.0,5101227813.15,4410468546.12
2018-04-04,'002329,ª  œºØÕ≈,6.18,6.3,6.14,6.23,6.23,-0.05,-0.8026,1.1587,8391663,52378651.08,5176615416.3,4475647884.24
2018-04-03,'002329,ª  œºØÕ≈,6.23,6.3,6.19,6.24,6.44,-0.21,-3.2609,1.6436,11903345,74216697.61,5218497418.05,4511858627.64
2018-04-02,'002329,ª  œºØÕ≈,6.44,6.7,6.33,6.35,6.39,0.05,0.7825,2.2927,16604342,107230183.16,5394401825.4,4663943749.92
2018-03-30,'002329,ª  œºØÕ≈,6.39,6.39,6.3,6.33,6.31,0.08,1.2678,1.2509,9059542,57572484.55,5352519823.65,4627733006.52
2018-03-29,'002329,ª  œºØÕ≈,6.31,6.36,6.24,6.29,6.27,0.04,0.638,1.1077,8022180,50496084.8,5285508620.85,4569795817.08
2018-03-28,'002329,ª  œºØÕ≈,6.27,6.39,6.23,6.28,6.39,-0.12,-1.8779,1.5241,11037927,69434968.3,5252003019.45,4540827222.36
2018-03-27,'002329,ª  œºØÕ≈,6.39,6.45,6.2,6.21,6.18,0.21,3.3981,1.9445,14082200,88781929.61,5352519823.65,4627733006.52
2018-03-26,'002329,ª  œºØÕ≈,6.18,6.18,5.77,6.09,6.21,-0.03,-0.4831,1.9815,14350294,85977303.28,5176615416.3,4475647884.24
2018-03-23,'002329,ª  œºØÕ≈,6.21,6.62,6.13,6.39,6.69,-0.48,-7.1749,3.5906,26003713,165617029.52,5201744617.35,4497374330.28
2018-03-22,'002329,ª  œºØÕ≈,6.69,6.98,6.46,6.46,6.44,0.25,3.882,4.3842,31751062,212949970.89,5603811834.15,4844997466.92
2018-03-21,'002329,ª  œºØÕ≈,6.44,6.7,6.28,6.3,6.31,0.13,2.0602,3.0178,21855412,142198523.61,5394401825.4,4663943749.92
2018-03-20,'002329,ª  œºØÕ≈,6.31,6.36,6.18,6.25,6.33,-0.02,-0.316,1.072,7763600,48641649.0,5285508620.85,4569795817.08
2018-03-19,'002329,ª  œºØÕ≈,6.33,6.43,6.26,6.26,6.29,0.04,0.6359,1.089,7886440,50051474.6,5302261421.55,4584280114.44
2018-03-16,'002329,ª  œºØÕ≈,6.29,6.58,6.28,6.43,6.22,0.07,1.1254,1.8056,13076100,83705575.13,5268755820.15,4555311519.72
