хуфз,╧иф╠╢ЗбК,цШЁф,йуел╪ш,вН╦ъ╪ш,вН╣м╪ш,©╙ел╪ш,г╟йуел,уг╣Ь╤Н,уг╣Ь╥Ы,╩╩йжбй,Ёи╫╩а©,Ёи╫╩╫П╤Н,вэйпж╣,аВм╗йпж╣
2018-04-13,'300582,с╒╥иль,16.42,17.09,16.33,16.91,16.84,-0.42,-2.4941,2.9673,3593049,59889866.99,3326726613.36,1988267209.54
2018-04-12,'300582,с╒╥иль,16.84,16.89,16.45,16.52,16.51,0.33,1.9988,2.6867,3253286,54359776.04,3411819498.72,2039124227.08
2018-04-11,'300582,с╒╥иль,16.51,16.9,16.41,16.41,16.61,-0.1,-0.602,2.269,2747529,45746753.04,3344960803.08,1999165141.87
2018-04-10,'300582,с╒╥иль,16.61,17.25,16.25,16.85,16.51,0.1,0.6057,3.026,3664099,61216715.83,3365221013.88,2011273955.57
2018-04-09,'300582,с╒╥иль,16.51,16.88,16.15,16.49,16.55,-0.04,-0.2417,3.004,3637455,60132269.3,3344960803.08,1999165141.87
2018-04-04,'300582,с╒╥иль,16.55,17.26,16.51,17.11,17.07,-0.52,-3.0463,4.137,5009454,84002210.1,3353064887.4,2004008667.35
2018-04-03,'300582,с╒╥иль,17.07,18.0,17.03,17.8,17.46,-0.39,-2.2337,9.2914,11250729,196944950.6,3458417983.56,2066974498.59
2018-04-02,'300582,с╒╥иль,17.46,17.46,16.02,16.02,15.87,1.59,10.0189,4.3156,5225653,90786930.88,3537432805.68,2114198872.02
2018-03-30,'300582,с╒╥иль,15.87,16.0,15.35,15.35,15.41,0.46,2.9851,2.3088,2795707,44070908.78,3215295453.96,1921668734.19
2018-03-29,'300582,с╒╥иль,15.41,15.68,15.2,15.51,15.33,0.08,0.5219,1.3635,1650977,25424054.83,3122098484.28,1865968191.17
2018-03-28,'300582,с╒╥иль,15.33,15.98,15.01,15.08,15.32,0.01,0.0653,2.0794,2517950,38929896.8,3105890315.64,1856281140.21
2018-03-27,'300582,с╒╥иль,15.32,15.49,14.91,14.92,14.92,0.4,2.681,1.9444,2354433,35858580.05,3103864294.56,1855070258.84
2018-03-26,'300582,с╒╥иль,14.92,14.97,13.61,14.29,14.9,0.02,0.1342,2.0066,2429782,35067149.35,3022823451.36,1806635004.04
2018-03-23,'300582,с╒╥иль,14.9,16.3,14.9,16.05,16.55,-1.65,-9.9698,2.9705,3596978,55708467.14,3018771409.2,1804213241.3
2018-03-22,'300582,с╒╥иль,16.55,16.77,16.06,16.28,16.22,0.33,2.0345,2.394,2898885,47665522.45,3353064887.4,2004008667.35
2018-03-21,'300582,с╒╥иль,16.22,16.96,16.18,16.18,16.21,0.01,0.0617,2.4698,2990650,49168096.0,3286206191.76,1964049582.14
2018-03-20,'300582,с╒╥иль,16.21,16.26,15.6,15.88,16.02,0.19,1.186,1.9876,2406741,38364213.35,3284180170.68,1962838700.77
2018-03-19,'300582,с╒╥иль,16.02,16.29,15.72,15.91,16.05,-0.03,-0.1869,1.4232,1723312,27662992.42,3245685770.16,1939831954.74
2018-03-16,'300582,с╒╥иль,16.05,16.39,16.0,16.29,16.26,-0.21,-1.2915,1.4972,1812877,29322820.31,3251763833.4,1943464598.85
2018-03-15,'300582,с╒╥иль,16.26,16.55,15.63,16.32,16.57,-0.31,-1.8709,3.2236,3903385,62853200.03,3294310276.08,1968893107.62
2018-03-14,'300582,с╒╥иль,16.57,17.4,16.43,16.71,16.68,-0.11,-0.6595,3.8409,4650921,79026254.18,3357116929.56,2006430430.09
2018-03-13,'300582,с╒╥иль,16.68,17.02,16.62,17.02,17.09,-0.41,-2.3991,2.4935,3019360,50662864.15,3379403161.44,2019750125.16
2018-03-12,'300582,с╒╥иль,17.09,17.18,16.68,16.9,16.99,0.1,0.5886,4.9856,6036967,102063705.18,3462470025.72,2069396261.33
2018-03-09,'300582,с╒╥иль,16.99,17.1,16.45,16.45,16.47,0.52,3.1573,5.8062,7030637,118433296.25,3442209814.92,2057287447.63
2018-03-08,'300582,с╒╥иль,16.47,16.47,15.68,15.79,15.95,0.52,3.2602,3.5093,4249370,68544424.0,3336856718.76,1994321616.39
2018-03-07,'300582,с╒╥иль,15.95,16.42,15.93,16.14,16.0,-0.05,-0.3125,2.3843,2887053,46773088.15,3231503622.6,1931355785.15
2018-03-06,'300582,с╒╥иль,16.0,16.3,15.85,15.91,15.92,0.08,0.5025,2.3015,2786855,44818928.1,3241633728.0,1937410192.0
2018-03-05,'300582,с╒╥иль,15.92,15.99,15.55,15.6,15.62,0.3,1.9206,1.7416,2108903,33302425.57,3225425559.36,1927723141.04
2018-03-02,'300582,с╒╥иль,15.62,16.37,15.61,16.36,16.4,-0.78,-4.7561,3.0249,3662805,58449622.59,3164644926.96,1891396699.94
2018-03-01,'300582,с╒╥иль,16.4,16.56,15.85,16.07,16.35,0.05,0.3058,3.2887,3982185,64496194.45,3322674571.2,1985845446.8
2018-02-28,'300582,с╒╥иль,16.35,16.88,15.66,15.75,15.92,0.43,2.701,4.5098,5460877,89253587.36,3312544465.8,1979791039.95
2018-02-27,'300582,с╒╥иль,15.92,16.12,15.72,15.82,16.13,-0.21,-1.3019,2.8599,3462993,54914302.62,3225425559.36,1927723141.04
2018-02-26,'300582,с╒╥иль,16.13,16.44,15.72,15.9,15.96,0.17,1.0652,3.8283,4635628,74575118.64,3267972002.04,1953151649.81
2018-02-23,'300582,с╒╥иль,15.96,16.23,15.71,16.1,16.25,-0.29,-1.7846,2.8707,3476042,55177394.1,3233529643.68,1932566666.52
2018-02-22,'300582,с╒╥иль,16.25,16.25,15.6,15.6,15.98,0.27,1.6896,4.636,5613626,89660474.02,3292284255.0,1967682226.25
2018-02-14,'300582,с╒╥иль,15.98,16.28,14.75,14.75,14.91,1.07,7.1764,4.9342,5974741,93953400.18,3237581685.84,1934988429.26
2018-02-13,'300582,с╒╥иль,14.91,15.4,14.91,15.26,15.36,-0.45,-2.9297,2.5379,3073083,46460578.66,3020797430.28,1805424122.67
2018-02-12,'300582,с╒╥иль,15.36,15.77,14.92,14.96,14.96,0.4,2.6738,3.382,4095238,62913215.3,3111968378.88,1859913784.32
2018-02-09,'300582,с╒╥иль,14.96,15.68,14.67,14.89,15.33,-0.37,-2.4136,4.5078,5458440,82889498.46,3030927535.68,1811478529.52
2018-02-08,'300582,с╒╥иль,15.33,15.33,13.55,13.75,13.94,1.39,9.9713,2.5899,3136080,45995284.45,3105890315.64,1856281140.21
2018-02-07,'300582,с╒╥иль,13.94,14.4,13.2,13.99,13.52,0.42,3.1065,2.6733,3237025,44973672.45,2824273385.52,1687968629.78
2018-02-06,'300582,с╒╥иль,13.52,14.52,13.43,14.19,14.92,-1.4,-9.3834,3.3495,4055803,56165766.11,2739180500.16,1637111612.24
2018-02-05,'300582,с╒╥иль,14.92,15.32,14.52,14.69,15.57,-0.65,-4.1747,3.9831,4823031,71527938.94,3022823451.36,1806635004.04
2018-02-02,'300582,с╒╥иль,15.57,16.2,15.04,15.3,15.04,0.53,3.5239,6.1822,7485901,117082078.64,3154514821.56,1885342293.09
2018-02-01,'300582,с╒╥иль,15.04,15.04,13.68,13.86,13.67,1.37,10.0219,3.29,3983841,57735210.97,3047135704.32,1821165580.48
2018-01-31,'300582,с╒╥иль,13.67,14.45,13.65,14.45,14.44,-0.77,-5.3324,1.6147,1955226,27199121.15,2769570816.36,1655274832.79
2018-01-30,'300582,с╒╥иль,14.44,14.47,14.25,14.47,14.34,0.1,0.6974,0.587,710841,10225273.24,2925574439.52,1748512698.28
2018-01-29,'300582,с╒╥иль,14.34,14.78,14.3,14.7,14.7,-0.36,-2.449,0.9625,1165450,16879611.5,2905314228.72,1736403884.58
2018-01-26,'300582,с╒╥иль,14.7,15.05,14.67,14.95,14.93,-0.23,-1.5405,0.9516,1152238,17046294.54,2978250987.6,1779995613.9
2018-01-25,'300582,с╒╥иль,14.93,15.3,14.9,15.07,15.07,-0.14,-0.929,1.5042,1821350,27546968.35,3024849472.44,1807845885.41
2018-01-24,'300582,с╒╥иль,15.07,15.1,14.63,14.7,14.8,0.27,1.8243,1.2956,1568810,23430613.0,3053213767.56,1824798224.59
2018-01-23,'300582,с╒╥иль,14.8,14.99,14.56,14.72,14.67,0.13,0.8862,1.1332,1372155,20326115.2,2998511198.4,1792104427.6
2018-01-22,'300582,с╒╥иль,14.67,14.74,14.13,14.53,14.58,0.09,0.6173,1.367,1655250,23977953.0,2972172924.36,1776362969.79
2018-01-19,'300582,с╒╥иль,14.58,15.0,14.52,15.0,15.03,-0.45,-2.994,1.8964,2296297,33786894.07,2953938734.64,1765465037.46
2018-01-18,'300582,с╒╥иль,15.03,15.23,14.96,15.11,15.05,-0.02,-0.1329,1.1945,1446355,21809321.15,3045109683.24,1819954699.11
2018-01-17,'300582,с╒╥иль,15.05,15.24,14.5,15.1,15.05,0.0,0.0,1.4741,1784960,26597181.5,3049161725.4,1822376461.85
2018-01-16,'300582,с╒╥иль,15.05,15.25,14.77,15.0,15.18,-0.13,-0.8564,1.5414,1866410,28078223.92,3049161725.4,1822376461.85
2018-01-15,'300582,с╒╥иль,15.18,16.29,15.18,16.29,16.87,-1.69,-10.0178,3.6549,4425680,67835414.58,3075499999.44,1838117919.66
2018-01-12,'300582,с╒╥иль,16.87,17.27,16.83,17.11,17.2,-0.33,-1.9186,1.0443,1264500,21460419.44,3417897561.96,2042756871.19
2018-01-11,'300582,с╒╥иль,17.2,17.25,16.65,16.81,16.86,0.34,2.0166,1.232,1491750,25443298.72,3484756257.6,2082715956.4
2018-01-10,'300582,с╒╥иль,16.86,17.47,16.77,17.26,17.32,-0.46,-2.6559,1.687,2042700,34768542.46,3415871540.88,2041545989.82
2018-01-09,'300582,с╒╥иль,17.32,17.59,17.3,17.4,17.47,-0.15,-0.8586,1.1634,1408700,24517817.72,3509068510.56,2097246532.84
2018-01-08,'300582,с╒╥иль,17.47,17.99,17.45,17.84,17.88,-0.41,-2.2931,1.7712,2144695,37728056.61,3539458826.76,2115409753.39
2018-01-05,'300582,с╒╥иль,17.88,18.2,17.8,18.2,18.24,-0.36,-1.9737,2.1102,2555144,45834788.76,3622525691.04,2165055889.56
2018-01-04,'300582,с╒╥иль,18.24,18.35,17.52,17.6,17.73,0.51,2.8765,3.3197,4019786,72278334.27,3695462449.92,2208647618.88
2018-01-03,'300582,с╒╥иль,17.73,17.87,17.3,17.56,17.66,0.07,0.3964,2.0994,2542072,44658647.06,3592135374.84,2146892669.01
2018-01-02,'300582,с╒╥иль,17.66,17.77,17.42,17.6,17.6,0.06,0.3409,1.5205,1841112,32453107.3,3577953227.28,2138416499.42
2017-12-29,'300582,с╒╥иль,17.6,17.69,17.02,17.2,17.37,0.23,1.3241,1.8768,2272640,39635394.26,3565797100.8,2131151211.2
2017-12-28,'300582,с╒╥иль,17.37,18.2,16.67,17.11,17.21,0.16,0.9297,2.3062,2792574,49006177.93,3519198615.96,2103300939.69
2017-12-27,'300582,с╒╥иль,17.21,17.5,17.01,17.1,17.34,-0.13,-0.7497,4.4254,2190557,37734440.72,3486782278.68,851895000.0
2017-12-26,'300582,с╒╥иль,17.34,17.8,16.58,16.89,17.08,0.26,1.5222,5.0345,2492063,42823778.19,3513120552.72,858330000.0
2017-12-25,'300582,с╒╥иль,17.08,17.41,16.91,17.4,17.6,-0.52,-2.9545,3.8994,1930201,32960156.81,3460444004.64,845460000.0
2017-12-22,'300582,с╒╥иль,17.6,18.9,17.15,17.23,17.27,0.33,1.9108,5.2217,2584745,45914546.74,3565797100.8,871200000.0
2017-12-21,'300582,с╒╥иль,17.27,17.48,16.93,17.08,17.05,0.22,1.2903,3.0345,1502085,25911468.38,3498938405.16,854865000.0
2017-12-20,'300582,с╒╥иль,17.05,17.56,17.02,17.56,17.43,-0.38,-2.1801,2.9313,1451000,24974283.0,3454365941.4,843975000.0
2017-12-19,'300582,с╒╥иль,17.43,17.75,16.91,17.24,17.35,0.08,0.4611,4.0036,1981766,34409156.48,3531354742.44,862785000.0
2017-12-18,'300582,с╒╥иль,17.35,18.71,16.82,18.7,18.69,-1.34,-7.1696,6.4937,3214366,56435865.82,3515146573.8,858825000.0
2017-12-15,'300582,с╒╥иль,18.69,18.75,18.12,18.31,18.31,0.38,2.0754,5.6464,2794971,51874917.87,3786633398.52,925155000.0
2017-12-14,'300582,с╒╥иль,18.31,18.45,18.07,18.18,18.42,-0.11,-0.5972,3.4982,1731598,31545577.76,3709644597.48,906345000.0
2017-12-13,'300582,с╒╥иль,18.42,18.87,18.12,18.12,18.1,0.32,1.768,3.7868,1874453,34584664.07,3731930829.36,911790000.0
2017-12-12,'300582,с╒╥иль,18.1,19.08,18.01,18.88,18.92,-0.82,-4.334,5.0033,2476643,45814821.48,3667098154.8,895950000.0
2017-12-11,'300582,с╒╥иль,18.92,19.18,18.51,18.8,18.92,0.0,0.0,6.5578,3246088,61319816.61,3833231883.36,936540000.0
2017-12-08,'300582,с╒╥иль,18.92,19.5,17.91,18.21,18.29,0.63,3.4445,9.3624,4634390,86745425.9,3833231883.36,936540000.0
2017-12-07,'300582,с╒╥иль,18.29,18.58,17.85,18.22,18.55,-0.26,-1.4016,5.5594,2751910,50229021.25,3705592555.32,905355000.0
2017-12-06,'300582,с╒╥иль,18.55,18.89,17.93,18.21,18.57,-0.02,-0.1077,7.5864,3755275,69256449.24,3758269103.4,918225000.0
2017-12-05,'300582,с╒╥иль,18.57,19.38,17.77,18.01,18.35,0.22,1.1989,9.414,4659929,86087000.38,3762321145.56,919215000.0
2017-12-04,'300582,с╒╥иль,18.35,18.69,17.73,18.69,18.57,-0.22,-1.1847,8.5443,4229435,76625333.43,3717748681.8,908325000.0
2017-12-01,'300582,с╒╥иль,18.57,18.57,16.89,16.9,16.88,1.69,10.0118,6.0631,3001240,53452949.67,3762321145.56,919215000.0
2017-11-30,'300582,с╒╥иль,16.88,17.0,16.61,16.61,16.71,0.17,1.0174,2.9462,1458350,24581325.0,3419923583.04,835560000.0
2017-11-29,'300582,с╒╥иль,16.71,17.59,16.49,16.96,17.05,-0.34,-1.9941,3.7545,1858460,31087242.05,3385481224.68,827145000.0
2017-11-28,'300582,с╒╥иль,17.05,17.1,16.56,16.56,16.55,0.5,3.0211,3.8684,1914857,32448388.87,3454365941.4,843975000.0
2017-11-27,'300582,с╒╥иль,16.55,17.32,16.51,17.15,17.15,-0.6,-3.4985,3.5436,1754099,29767078.09,3353064887.4,819225000.0
2017-11-24,'300582,с╒╥иль,17.15,17.35,16.85,16.85,17.17,-0.02,-0.1165,2.808,1389975,23858208.71,3474626152.2,848925000.0
2017-11-23,'300582,с╒╥иль,17.17,18.3,17.17,18.03,18.18,-1.01,-5.5556,5.7504,2846431,50153169.63,3478678194.36,849915000.0
2017-11-22,'300582,с╒╥иль,18.18,18.78,18.13,18.48,18.39,-0.21,-1.1419,4.2884,2122756,38992283.8,3683306323.44,899910000.0
2017-11-21,'300582,с╒╥иль,18.39,18.98,18.2,18.54,18.53,-0.14,-0.7555,5.0222,2485989,46169808.21,3725852766.12,910305000.0
2017-11-20,'300582,с╒╥иль,18.53,18.69,17.31,18.17,18.1,0.43,2.3757,4.9578,2454098,44455425.13,3754217061.24,917235000.0
2017-11-17,'300582,с╒╥иль,18.1,20.38,18.09,20.01,20.1,-2.0,-9.9502,10.0141,4956983,94345482.57,3667098154.8,895950000.0
2017-11-16,'300582,с╒╥иль,20.1,21.43,20.08,21.2,21.15,-1.05,-4.9645,6.1751,3056663,63863667.92,4072302370.8,994950000.0
2017-11-15,'300582,с╒╥иль,21.15,21.9,21.11,21.88,22.03,-0.88,-3.9946,6.0562,2997799,64248235.27,4285034584.2,1046925000.0
2017-11-14,'300582,с╒╥иль,22.03,22.72,21.98,22.72,22.73,-0.7,-3.0796,7.9058,3913384,87321788.36,4463324439.24,1090485000.0
2017-11-13,'300582,с╒╥иль,22.73,22.94,21.88,22.2,22.49,0.24,1.0671,13.2813,6574222,147382686.17,4605145914.84,1125135000.0
2017-11-10,'300582,с╒╥иль,22.49,22.68,21.06,21.3,21.56,0.93,4.3135,14.6575,7255464,159299901.08,4556521408.92,1113255000.0
2017-11-09,'300582,с╒╥иль,21.56,21.66,20.88,21.3,21.36,0.2,0.9363,6.7631,3347719,70888791.93,4368101448.48,1067220000.0
2017-11-08,'300582,с╒╥иль,21.36,21.94,20.83,21.1,21.09,0.27,1.2802,8.3991,4157573,89633299.34,4327581026.88,1057320000.0
2017-11-07,'300582,с╒╥иль,21.09,21.57,20.67,21.45,21.35,-0.26,-1.2178,7.2028,3565400,74712309.5,4272878457.72,1043955000.0
2017-11-06,'300582,с╒╥иль,21.35,21.73,21.14,21.45,21.11,0.24,1.1369,5.5094,2727162,58338276.3,4325555005.8,1056825000.0
2017-11-03,'300582,с╒╥иль,21.11,21.48,20.61,20.62,20.8,0.31,1.4904,6.9787,3454466,72709249.86,4276930499.88,1044945000.0
2017-11-02,'300582,с╒╥иль,20.8,22.0,20.58,22.0,22.25,-1.45,-6.5169,13.1227,6495754,137994359.32,4214123846.4,1029600000.0
2017-11-01,'300582,с╒╥иль,22.25,23.1,22.18,23.1,23.0,-0.75,-3.2609,10.808,5349961,120997316.15,4507896903.0,1101375000.0
2017-10-31,'300582,с╒╥иль,23.0,23.28,22.5,22.81,23.11,-0.11,-0.476,9.3135,4610203,105407172.97,4659848484.0,1138500000.0
2017-10-30,'300582,с╒╥иль,23.11,24.29,22.11,23.44,23.68,-0.57,-2.4071,15.1194,7484125,173442782.89,4682134715.88,1143945000.0
2017-10-27,'300582,с╒╥иль,23.68,24.18,22.89,22.99,23.08,0.6,2.5997,19.4733,9639302,228434807.87,4797617917.44,1172160000.0
2017-10-26,'300582,с╒╥иль,23.08,23.43,22.79,23.13,23.43,-0.35,-1.4938,12.2339,6055775,139811015.3,4676056652.64,1142460000.0
2017-10-25,'300582,с╒╥иль,23.43,23.9,21.56,21.76,22.03,1.4,6.355,18.5728,9193514,211191446.34,4746967390.44,1159785000.0
2017-10-24,'300582,с╒╥иль,22.03,22.82,21.66,22.71,22.96,-0.93,-4.0505,10.0704,4984850,110145351.5,4463324439.24,1090485000.0
2017-10-23,'300582,с╒╥иль,22.96,23.11,22.37,22.61,23.04,-0.08,-0.3472,9.8322,4866955,110554947.25,4651744399.68,1136520000.0
2017-10-20,'300582,с╒╥иль,23.04,23.87,22.08,22.38,22.4,0.64,2.8571,19.1436,9476069,219498031.66,4667952568.32,1140480000.0
2017-10-19,'300582,с╒╥иль,22.4,22.75,21.03,21.36,21.62,0.78,3.6078,12.732,6302355,137940337.17,4538287219.2,1108800000.0
2017-10-18,'300582,с╒╥иль,21.62,22.6,21.5,22.44,22.48,-0.86,-3.8256,11.9131,5896963,129601603.16,4380257574.96,1070190000.0
2017-10-17,'300582,с╒╥иль,22.48,23.18,21.77,21.77,21.77,0.71,3.2614,14.3244,7090599,160472232.26,4554495387.84,1112760000.0
2017-10-16,'300582,с╒╥иль,21.77,23.32,21.73,23.32,23.38,-1.61,-6.8862,13.5994,6731702,151108819.44,4410647891.16,1077615000.0
2017-10-13,'300582,с╒╥иль,23.38,23.7,22.72,23.5,23.94,-0.56,-2.3392,18.6103,9212106,213806787.46,4736837285.04,1157310000.0
2017-10-12,'300582,с╒╥иль,23.94,25.35,23.5,25.19,24.97,-1.03,-4.1249,26.8349,13283287,322463394.42,4850294465.52,1185030000.0
2017-10-11,'300582,с╒╥иль,24.97,24.97,22.1,22.53,22.7,2.27,10.0,30.9218,15306273,361475965.24,5058974636.76,1236015000.0
2017-10-10,'300582,с╒╥иль,22.7,23.39,22.52,23.15,23.88,-1.18,-4.9414,22.3811,11078663,252555441.17,4599067851.6,1123650000.0
2017-10-09,'300582,с╒╥иль,23.88,24.43,22.35,23.3,23.33,0.55,2.3575,34.903,17277000,409049748.6,4838138339.04,1182060000.0
2017-09-29,'300582,с╒╥иль,23.33,23.51,21.52,22.2,21.37,1.96,9.1717,39.007,19308484,437403841.94,4726707179.64,1154835000.0
