日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'002567,唐人神,6.28,6.37,6.25,6.32,6.29,-0.01,-0.159,0.6839,4444197,27910496.63,5253664617.72,4080784750.92
2018-04-12,'002567,唐人神,6.29,6.45,6.27,6.45,6.46,-0.17,-2.6316,1.3162,8552771,54261533.34,5262030325.71,4087282815.81
2018-04-11,'002567,唐人神,6.46,6.48,6.4,6.44,6.47,-0.01,-0.1546,0.9046,5877985,37853318.3,5404247361.54,4197749918.94
2018-04-10,'002567,唐人神,6.47,6.59,6.34,6.58,6.58,-0.11,-1.6717,1.5387,9998633,64231908.13,5412613069.53,4204247983.83
2018-04-09,'002567,唐人神,6.58,6.73,6.54,6.69,6.7,-0.12,-1.791,1.8525,12037771,79534644.36,5504635857.42,4275726697.62
2018-04-04,'002567,唐人神,6.7,6.78,6.48,6.58,6.63,0.07,1.0558,2.7432,17825475,117698940.75,5605024353.3,4353703476.3
2018-04-03,'002567,唐人神,6.63,6.65,6.23,6.32,6.36,0.27,4.2453,2.9103,18911409,123643124.81,5546464397.37,4308217022.07
2018-04-02,'002567,唐人神,6.36,6.45,6.31,6.4,6.23,0.13,2.0867,1.8446,11986018,76156686.06,5320590281.64,4132769270.04
2018-03-30,'002567,唐人神,6.23,6.26,6.2,6.24,6.22,0.01,0.1608,0.9954,6468150,40290508.0,5211836077.77,4048294426.47
2018-03-29,'002567,唐人神,6.22,6.25,6.16,6.16,6.17,0.05,0.8104,0.8005,5201438,32280819.34,5203470369.78,4041796361.58
2018-03-28,'002567,唐人神,6.17,6.3,6.15,6.28,6.37,-0.2,-3.1397,1.7266,11219557,69927705.61,5161641829.83,4009306037.13
2018-03-27,'002567,唐人神,6.37,6.41,6.18,6.32,6.3,0.07,1.1111,2.274,14776844,93008036.14,5328955989.63,4139267334.93
2018-03-26,'002567,唐人神,6.3,6.87,6.08,6.78,6.75,-0.45,-6.6667,2.9211,18981173,121252072.59,5270396033.7,4093780880.7
2018-03-23,'002567,唐人神,6.75,7.06,6.43,6.49,6.43,0.32,4.9767,4.6521,30229437,204394225.62,5646852893.25,4386193800.75
2018-03-22,'002567,唐人神,6.43,6.52,6.37,6.42,6.42,0.01,0.1558,0.6357,4012171,25871837.42,5379150237.57,4058480970.0
2018-03-21,'002567,唐人神,6.42,6.66,6.4,6.6,6.58,-0.16,-2.4316,0.8872,5599722,36713926.5,5370784529.58,4052169180.0
2018-03-20,'002567,唐人神,6.58,6.63,6.52,6.55,6.6,-0.02,-0.303,0.4597,2901570,19100791.2,5504635857.42,4153157820.0
2018-03-19,'002567,唐人神,6.6,6.7,6.52,6.58,6.58,0.02,0.304,0.7313,4615989,30532757.9,5521367273.4,4165781400.0
2018-03-16,'002567,唐人神,6.58,6.71,6.54,6.58,6.55,0.03,0.458,0.7391,4665324,30991689.63,5504635857.42,4153157820.0
2018-03-15,'002567,唐人神,6.55,6.65,6.51,6.61,6.64,-0.09,-1.3554,0.7001,4418600,29043417.5,5479538733.45,4134222450.0
