日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'002813,路畅科技,33.8,34.3,32.51,32.8,32.76,1.04,3.1746,24.5142,7354265,245412282.53,4056000000.0,1014000000.0
2018-04-12,'002813,路畅科技,32.76,32.79,31.0,31.58,31.89,0.87,2.7281,17.4203,5226086,166795182.28,3931200000.0,982800000.0
2018-04-11,'002813,路畅科技,31.89,32.83,31.2,32.13,33.01,-1.12,-3.3929,19.8348,5950437,190083703.01,3826800000.0,956700000.0
2018-04-10,'002813,路畅科技,33.01,35.03,31.84,32.36,32.17,0.84,2.6111,30.7609,9228259,311100596.56,3961200000.0,990300000.0
2018-04-09,'002813,路畅科技,32.17,33.0,31.44,32.84,33.12,-0.95,-2.8684,22.8241,6847235,220160829.16,3860400000.0,965100000.0
2018-04-04,'002813,路畅科技,33.12,36.44,32.96,35.04,35.04,-1.92,-5.4795,40.4913,12147404,419522197.66,3974400000.0,993600000.0
2018-04-03,'002813,路畅科技,35.04,35.04,32.8,34.0,31.85,3.19,10.0157,27.0603,8118093,279823926.94,4204800000.0,1051200000.0
2018-04-02,'002813,路畅科技,31.85,31.85,28.89,29.21,28.95,2.9,10.0173,22.7261,6817818,211573959.76,3822000000.0,955500000.0
2018-03-30,'002813,路畅科技,28.95,29.2,28.03,28.07,28.0,0.95,3.3929,10.2913,3087403,88720550.1,3474000000.0,868500000.0
2018-03-29,'002813,路畅科技,28.0,28.34,27.7,27.7,27.58,0.42,1.5228,6.5618,1968550,55280562.94,3360000000.0,840000000.0
2018-03-28,'002813,路畅科技,27.58,28.58,27.18,27.5,27.95,-0.37,-1.3238,8.4289,2528671,70496678.39,3309600000.0,827400000.0
2018-03-27,'002813,路畅科技,27.95,29.0,27.19,27.41,26.45,1.5,5.6711,9.7021,2910640,81437546.57,3354000000.0,838500000.0
2018-03-26,'002813,路畅科技,26.45,26.68,24.2,25.0,26.74,-0.29,-1.0845,6.5109,1953268,49897600.99,3174000000.0,793500000.0
2018-03-23,'002813,路畅科技,26.74,29.07,26.74,29.0,29.71,-2.97,-9.9966,11.0986,3329565,92832905.25,3208800000.0,802200000.0
