日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'002781,奇信股份,20.45,20.77,20.38,20.58,20.33,0.12,0.5903,0.8194,757500,15585223.58,4601250000.0,1890469575.0
2018-04-12,'002781,奇信股份,20.33,20.88,20.33,20.68,20.68,-0.35,-1.6925,0.879,812584,16762165.64,4574250000.0,1879376355.0
2018-04-11,'002781,奇信股份,20.68,20.98,20.48,20.49,20.5,0.18,0.878,1.3305,1229951,25509609.43,4653000000.0,1911731580.0
2018-04-10,'002781,奇信股份,20.5,20.66,20.15,20.33,20.4,0.1,0.4902,0.7497,693030,14157634.0,4612500000.0,1895091750.0
2018-04-09,'002781,奇信股份,20.4,20.44,19.6,19.95,20.0,0.4,2.0,1.0738,992650,19938828.0,4590000000.0,1885847400.0
2018-04-04,'002781,奇信股份,20.0,20.58,20.0,20.58,20.25,-0.25,-1.2346,0.953,881001,17793891.38,4500000000.0,1848870000.0
2018-04-03,'002781,奇信股份,20.25,20.5,19.5,19.7,20.1,0.15,0.7463,1.1789,1089850,21791560.5,4556250000.0,1871980875.0
2018-04-02,'002781,奇信股份,20.1,20.52,20.05,20.47,20.41,-0.31,-1.5189,1.0623,982001,19839981.11,4522500000.0,1858114350.0
2018-03-30,'002781,奇信股份,20.41,20.48,19.8,20.2,19.89,0.52,2.6144,1.3385,1237338,25149332.38,4592250000.0,1886771835.0
2018-03-29,'002781,奇信股份,19.89,20.16,19.63,19.63,19.63,0.26,1.3245,1.1916,1101578,21977465.1,4475250000.0,1838701215.0
2018-03-28,'002781,奇信股份,19.63,19.85,19.1,19.41,19.51,0.12,0.6151,0.8614,796310,15615272.15,4416750000.0,1814665905.0
2018-03-27,'002781,奇信股份,19.51,19.75,19.0,19.2,19.0,0.51,2.6842,1.0412,962501,18776845.46,4389750000.0,1803572685.0
2018-03-26,'002781,奇信股份,19.0,19.02,17.87,18.85,18.85,0.15,0.7958,0.9086,839936,15555696.8,4275000000.0,1756426500.0
2018-03-23,'002781,奇信股份,18.85,19.86,18.46,19.79,20.44,-1.59,-7.7789,2.0078,1856111,35685422.94,4241250000.0,1742559975.0
2018-03-22,'002781,奇信股份,20.44,20.6,20.07,20.15,20.22,0.22,1.088,1.0792,997635,20335692.2,4599000000.0,1889545140.0
2018-03-21,'002781,奇信股份,20.22,20.97,20.22,20.84,20.73,-0.51,-2.4602,1.5647,1446500,29856863.0,4549500000.0,1869207570.0
2018-03-20,'002781,奇信股份,20.73,20.75,20.33,20.47,20.73,0.0,0.0,0.9687,895523,18448606.89,4664250000.0,1916353755.0
2018-03-19,'002781,奇信股份,20.73,20.9,20.3,20.9,20.72,0.01,0.0483,1.0577,977789,20170342.07,4664250000.0,1916353755.0
2018-03-16,'002781,奇信股份,20.72,21.12,20.62,20.78,20.72,0.0,0.0,1.2988,1200665,25005811.2,4662000000.0,1915429320.0
2018-03-15,'002781,奇信股份,20.72,21.08,20.19,20.76,20.97,-0.25,-1.1922,1.8313,1692884,34833649.6,4662000000.0,1915429320.0
