»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002829,–«Õ¯”Ó¥Ô,28.8,29.38,28.56,29.01,28.81,-0.01,-0.0347,3.2232,1904176,55074279.0,4656096000.0,1701431884.8
2018-04-12,'002829,–«Õ¯”Ó¥Ô,28.81,29.93,28.71,29.41,29.96,-1.15,-3.8385,6.1205,3615811,105951487.48,4657712700.0,1702022659.76
2018-04-11,'002829,–«Õ¯”Ó¥Ô,29.96,30.28,28.46,29.34,30.55,-0.59,-1.9313,10.4072,6148284,180318812.96,4843633200.0,1769961780.16
2018-04-10,'002829,–«Õ¯”Ó¥Ô,30.55,34.35,29.99,33.11,31.23,-0.68,-2.1774,15.8615,9370583,304354362.4,4939018500.0,1804817502.8
2018-04-09,'002829,–«Õ¯”Ó¥Ô,31.23,31.23,28.11,28.18,28.39,2.84,10.0035,9.8429,5814965,177332344.97,5048954100.0,1844990200.08
2018-04-04,'002829,–«Õ¯”Ó¥Ô,28.39,30.4,28.33,29.2,29.35,-0.96,-3.2709,4.9393,2918034,85474509.3,4589811300.0,1677210111.44
2018-04-03,'002829,–«Õ¯”Ó¥Ô,29.35,30.02,29.02,30.0,30.55,-1.2,-3.928,5.567,3288845,97203152.3,4745014500.0,1733924507.6
2018-04-02,'002829,–«Õ¯”Ó¥Ô,30.55,30.68,28.81,28.93,29.16,1.39,4.7668,6.868,4057440,120577115.52,4939018500.0,1804817502.8
2018-03-30,'002829,–«Õ¯”Ó¥Ô,29.16,29.49,28.29,28.29,28.55,0.61,2.1366,6.7395,3981541,115762278.29,4714297200.0,1722699783.36
2018-03-29,'002829,–«Õ¯”Ó¥Ô,28.55,29.67,27.69,27.8,27.44,1.11,4.0452,6.1067,3607703,102340952.09,4615678500.0,1686662510.8
2018-03-28,'002829,–«Õ¯”Ó¥Ô,27.44,28.79,27.44,28.35,29.08,-1.64,-5.6396,6.0615,3581000,101135420.09,4436224800.0,1621086490.24
2018-03-27,'002829,–«Õ¯”Ó¥Ô,29.08,30.0,28.39,28.47,27.3,1.78,6.5201,10.9732,6482663,188423991.42,4701363600.0,1717973583.68
2018-03-26,'002829,–«Õ¯”Ó¥Ô,27.3,27.3,24.82,24.88,24.82,2.48,9.9919,5.462,3226833,87474956.9,4413591000.0,1612815640.8
2018-03-23,'002829,–«Õ¯”Ó¥Ô,24.82,25.55,24.35,25.5,26.03,-1.21,-4.6485,1.9055,1125734,28141050.6,4012649400.0,1466303450.72
2018-03-22,'002829,–«Õ¯”Ó¥Ô,26.03,26.86,25.79,26.73,26.6,-0.57,-2.1429,1.7297,1021850,26725349.4,4208270100.0,1537787220.88
2018-03-21,'002829,–«Õ¯”Ó¥Ô,26.6,27.29,25.95,26.23,26.05,0.55,2.1113,2.7653,1633654,43807598.56,4300422000.0,1571461393.6
2018-03-20,'002829,–«Õ¯”Ó¥Ô,26.05,26.15,25.25,25.4,25.6,0.45,1.7578,0.9229,545254,14041008.62,4211503500.0,1538968770.8
2018-03-19,'002829,–«Õ¯”Ó¥Ô,25.6,25.97,25.16,25.44,25.46,0.14,0.5499,0.8792,519384,13346739.04,4138752000.0,1512383897.6
2018-03-16,'002829,–«Õ¯”Ó¥Ô,25.46,25.75,24.95,24.95,24.85,0.61,2.4547,1.2291,726100,18475431.0,4116118200.0,1504113048.16
2018-03-15,'002829,–«Õ¯”Ó¥Ô,24.85,25.7,24.51,25.3,25.37,-0.52,-2.0497,1.446,854284,21435663.84,4017499500.0,1468075775.6
2018-03-14,'002829,–«Õ¯”Ó¥Ô,25.37,26.15,25.29,25.93,26.16,-0.79,-3.0199,1.9727,1165400,29952319.0,4101567900.0,1498796073.52
2018-03-13,'002829,–«Õ¯”Ó¥Ô,26.16,27.28,26.16,26.81,26.95,-0.79,-2.9314,1.8515,1093800,29231859.0,4229287200.0,1545467295.36
2018-03-12,'002829,–«Õ¯”Ó¥Ô,26.95,27.24,26.36,26.36,26.33,0.62,2.3547,2.709,1600432,43020406.92,4357006500.0,1592138517.2
2018-03-09,'002829,–«Õ¯”Ó¥Ô,26.33,26.67,24.98,24.98,24.98,1.35,5.4043,3.2345,1910884,49636003.2,4256771100.0,1555510469.68
2018-03-08,'002829,–«Õ¯”Ó¥Ô,24.98,25.45,24.76,25.38,25.25,-0.27,-1.0693,1.4704,868684,21717639.52,4038516600.0,1475755850.08
2018-03-07,'002829,–«Õ¯”Ó¥Ô,25.25,26.85,24.4,24.68,24.41,0.84,3.4412,2.4117,1424800,36204197.0,4082167500.0,1491706774.0
2018-03-06,'002829,–«Õ¯”Ó¥Ô,24.41,24.88,24.38,24.75,24.52,-0.11,-0.4486,1.2612,745100,18348973.0,3946364700.0,1442081677.36
2018-03-05,'002829,–«Õ¯”Ó¥Ô,24.52,24.62,24.23,24.23,24.16,0.36,1.4901,1.0625,627700,15326749.0,3964148400.0,1448580201.92
2018-03-02,'002829,–«Õ¯”Ó¥Ô,24.16,24.7,24.0,24.2,24.22,-0.06,-0.2477,0.8264,488200,11906459.0,3905947200.0,1427312303.36
