日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'002803,吉宏股份,41.05,41.58,40.69,40.85,41.11,-0.06,-0.1459,0.572,263100,10789061.0,4761800000.0,1888300000.0
2018-04-12,'002803,吉宏股份,41.11,42.46,41.07,42.46,42.32,-1.21,-2.8592,0.9514,437653,18211021.52,4768760000.0,1891060000.0
2018-04-11,'002803,吉宏股份,42.32,42.38,40.6,40.85,40.79,1.53,3.7509,1.2486,574356,23695107.41,4909120000.0,1946720000.0
2018-04-10,'002803,吉宏股份,40.79,41.96,40.62,40.97,41.2,-0.41,-0.9951,0.7429,341717,14008562.57,4731640000.0,1876340000.0
2018-04-09,'002803,吉宏股份,41.2,41.98,40.85,41.6,41.5,-0.3,-0.7229,0.9437,434100,17879457.7,4779200000.0,1895200000.0
2018-04-04,'002803,吉宏股份,41.5,41.77,41.16,41.39,41.58,-0.08,-0.1924,0.6421,295364,12271134.68,4814000000.0,1909000000.0
2018-04-03,'002803,吉宏股份,41.58,42.27,41.02,42.06,42.31,-0.73,-1.7254,0.4475,205865,8528075.3,4823280000.0,1912680000.0
2018-04-02,'002803,吉宏股份,42.31,42.48,41.9,42.17,42.17,0.14,0.332,0.5699,262160,11058093.0,4907960000.0,1946260000.0
2018-03-30,'002803,吉宏股份,42.17,43.0,41.9,42.6,42.98,-0.81,-1.8846,1.4392,662015,27928716.08,4891720000.0,1939820000.0
2018-03-29,'002803,吉宏股份,42.98,44.38,40.48,40.49,40.48,2.5,6.1759,1.746,803165,34113812.75,4985680000.0,1977080000.0
2018-03-28,'002803,吉宏股份,40.48,40.57,39.7,39.78,40.36,0.12,0.2973,0.5695,261950,10543447.5,4695680000.0,1862080000.0
2018-03-27,'002803,吉宏股份,40.36,40.79,39.43,40.1,40.04,0.32,0.7992,0.7283,335000,13453061.05,4681760000.0,1856560000.0
2018-03-26,'002803,吉宏股份,40.04,40.14,38.16,38.5,40.03,0.01,0.025,1.1428,525668,20765390.72,4644640000.0,1841840000.0
2018-03-23,'002803,吉宏股份,40.03,40.41,37.32,40.41,40.85,-0.82,-2.0073,0.6913,318000,12557210.0,4643480000.0,1841380000.0
2018-03-22,'002803,吉宏股份,40.85,40.97,40.17,40.58,40.61,0.24,0.591,0.3893,179100,7305157.0,4738600000.0,1879100000.0
2018-03-21,'002803,吉宏股份,40.61,41.18,40.2,41.18,40.85,-0.24,-0.5875,0.7204,331400,13528784.0,4710760000.0,1868060000.0
2018-03-20,'002803,吉宏股份,40.85,41.08,40.52,40.54,40.51,0.34,0.8393,0.3409,156800,6406288.0,4738600000.0,1879100000.0
2018-03-19,'002803,吉宏股份,40.51,40.98,39.68,40.53,40.53,-0.02,-0.0493,1.0357,476400,19398057.0,4699160000.0,1863460000.0
2018-03-16,'002803,吉宏股份,40.53,40.85,40.5,40.85,40.65,-0.12,-0.2952,0.3146,144700,5882435.0,4701480000.0,1864380000.0
2018-03-15,'002803,吉宏股份,40.65,40.97,39.99,39.99,40.73,-0.08,-0.1964,0.405,186300,7583336.0,4715400000.0,1869900000.0
2018-03-14,'002803,吉宏股份,40.73,41.12,40.51,41.0,41.0,-0.27,-0.6585,0.3783,174000,7103749.0,4724680000.0,1873580000.0
2018-03-13,'002803,吉宏股份,41.0,41.28,40.61,41.0,41.05,-0.05,-0.1218,0.3193,146900,6020230.0,4756000000.0,1886000000.0
2018-03-12,'002803,吉宏股份,41.05,41.31,40.78,41.05,41.06,-0.01,-0.0244,1.155,531300,21782165.0,4761800000.0,1888300000.0
2018-03-09,'002803,吉宏股份,41.06,41.33,40.7,41.33,41.0,0.06,0.1463,0.7722,355200,14568331.0,4762960000.0,1888760000.0
2018-03-08,'002803,吉宏股份,41.0,41.0,40.2,40.5,40.9,0.1,0.2445,0.354,162852,6630808.4,4756000000.0,1886000000.0
2018-03-07,'002803,吉宏股份,40.9,41.69,40.65,41.69,41.21,-0.31,-0.7522,0.5941,273300,11173909.0,4744400000.0,1881400000.0
2018-03-06,'002803,吉宏股份,41.21,41.29,40.88,40.88,40.88,0.33,0.8072,0.5237,240900,9900050.0,4780360000.0,1895660000.0
2018-03-05,'002803,吉宏股份,40.88,42.5,40.7,40.99,40.6,0.28,0.6897,0.5726,263400,10856634.0,4742080000.0,1880480000.0
2018-03-02,'002803,吉宏股份,40.6,41.35,40.45,40.53,40.3,0.3,0.7444,0.8328,383065,15667886.2,4709600000.0,1867600000.0
