»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'002788,ÿ—‡“Ω“©,30.17,30.85,30.01,30.39,29.97,0.2,0.6673,2.8507,2110047,64276020.72,3866852696.0,2233147196.0
2018-04-12,'002788,ÿ—‡“Ω“©,29.97,30.53,29.82,29.86,29.95,0.02,0.0668,2.646,1958537,59157932.37,3841218936.0,2218343436.0
2018-04-11,'002788,ÿ—‡“Ω“©,29.95,30.5,29.85,30.33,30.3,-0.35,-1.1551,2.8059,2076906,62486544.39,3838655560.0,2216863060.0
2018-04-10,'002788,ÿ—‡“Ω“©,30.3,30.42,29.5,29.9,29.9,0.4,1.3378,3.2664,2417715,72440488.07,3883514640.0,2242769640.0
2018-04-09,'002788,ÿ—‡“Ω“©,29.9,30.3,29.5,30.04,30.58,-0.68,-2.2237,3.4445,2549612,76183001.47,3832247120.0,2213162120.0
2018-04-04,'002788,ÿ—‡“Ω“©,30.58,32.45,30.56,31.52,31.67,-1.09,-3.4417,5.601,4145792,130528897.6,3919401904.0,2263494904.0
2018-04-03,'002788,ÿ—‡“Ω“©,31.67,31.78,29.9,30.0,30.5,1.17,3.8361,6.2979,4661652,145177507.39,4059105896.0,2344175396.0
2018-04-02,'002788,ÿ—‡“Ω“©,30.5,30.52,29.71,29.8,29.79,0.71,2.3834,4.0008,2961363,89221689.99,3909148400.0,2257573400.0
2018-03-30,'002788,ÿ—‡“Ω“©,29.79,30.28,29.7,29.7,29.75,0.04,0.1345,3.4711,2569276,76789622.97,3818148552.0,2205020052.0
2018-03-29,'002788,ÿ—‡“Ω“©,29.75,30.78,29.55,30.39,30.18,-0.43,-1.4248,3.7098,2745923,82062114.66,3813021800.0,2202059300.0
2018-03-28,'002788,ÿ—‡“Ω“©,30.18,31.3,29.83,30.02,30.33,-0.15,-0.4946,4.7122,3487896,106726896.66,3868134384.0,2233887384.0
