日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'300484,蓝海华腾,16.61,16.79,16.45,16.46,16.42,0.19,1.1571,2.6977,2532800,42069566.0,3454880000.0,1559446460.0
2018-04-12,'300484,蓝海华腾,16.42,16.75,16.33,16.46,16.62,-0.2,-1.2034,2.9636,2782401,45947637.99,3415360000.0,1541608120.0
2018-04-11,'300484,蓝海华腾,16.62,16.85,16.12,16.3,17.14,-0.52,-3.0338,6.0477,5677924,93382799.76,3456960000.0,1560385320.0
2018-04-10,'300484,蓝海华腾,17.14,17.84,17.14,17.47,19.04,-1.9,-9.979,3.9283,3688165,63693028.59,3565120000.0,1609206040.0
2018-04-09,'300484,蓝海华腾,19.04,19.27,18.6,18.85,18.8,0.24,1.2766,2.9791,2796925,53100693.02,3960320000.0,1787589440.0
2018-04-04,'300484,蓝海华腾,18.8,19.74,18.8,19.61,19.5,-0.7,-3.5897,3.5213,3305994,63462070.84,3910400000.0,1765056800.0
2018-04-03,'300484,蓝海华腾,19.5,19.8,19.18,19.18,20.11,-0.61,-3.0333,4.3225,4058216,78874836.76,4056000000.0,1830777000.0
2018-04-02,'300484,蓝海华腾,20.11,20.75,19.81,20.0,20.24,-0.13,-0.6423,6.5675,6165942,124250692.94,4182880000.0,1888047460.0
2018-03-30,'300484,蓝海华腾,20.24,20.8,18.77,19.13,19.15,1.09,5.6919,8.6988,8166981,160149186.71,4209920000.0,1900252640.0
2018-03-29,'300484,蓝海华腾,19.15,19.86,18.09,18.22,18.05,1.1,6.0942,7.1063,6671778,129426606.98,3983200000.0,1797916900.0
2018-03-28,'300484,蓝海华腾,18.05,18.32,17.6,17.99,18.18,-0.13,-0.7151,1.8144,1703500,30742099.0,3754400000.0,1694642300.0
2018-03-27,'300484,蓝海华腾,18.18,18.6,17.75,17.75,17.75,0.43,2.4225,2.6253,2464800,44905804.0,3781440000.0,1706847480.0
2018-03-26,'300484,蓝海华腾,17.75,17.8,16.19,16.85,17.4,0.35,2.0115,2.072,1945362,33280515.4,3692000000.0,1666476500.0
2018-03-23,'300484,蓝海华腾,17.4,18.89,17.4,18.8,19.33,-1.93,-9.9845,3.2209,3024000,54755496.9,3619200000.0,1633616400.0
2018-03-22,'300484,蓝海华腾,19.33,19.61,18.75,18.9,18.88,0.45,2.3835,2.6194,2459222,47323206.04,4020640000.0,1814816380.0
2018-03-21,'300484,蓝海华腾,18.88,19.5,18.72,19.29,19.29,-0.41,-2.1255,2.3007,2159992,41231227.8,3927040000.0,1772567680.0
2018-03-20,'300484,蓝海华腾,19.29,19.3,18.63,18.9,19.22,0.07,0.3642,2.3603,2216020,41951575.8,4012320000.0,1811060940.0
2018-03-19,'300484,蓝海华腾,19.22,19.98,17.88,18.21,18.22,1.0,5.4885,3.8751,3638134,69486526.82,3997760000.0,1804488920.0
2018-03-16,'300484,蓝海华腾,18.22,18.28,17.9,17.99,18.0,0.22,1.2222,1.4748,1384597,25073499.2,3789760000.0,1710602920.0
2018-03-15,'300484,蓝海华腾,18.0,18.62,17.67,18.56,18.59,-0.59,-3.1737,2.7807,2610664,47094900.28,3744000000.0,1689948000.0
2018-03-14,'300484,蓝海华腾,18.59,19.17,18.57,18.7,18.87,-0.28,-1.4838,1.7289,1623218,30563473.71,3866720000.0,1745340740.0
2018-03-13,'300484,蓝海华腾,18.87,19.58,18.75,19.07,19.07,-0.2,-1.0488,3.0218,2837058,54246242.8,3924960000.0,1771628820.0
2018-03-12,'300484,蓝海华腾,19.07,19.29,18.52,18.69,18.68,0.39,2.0878,3.352,3147018,59486127.86,3966560000.0,1790406020.0
2018-03-09,'300484,蓝海华腾,18.68,18.83,17.92,17.99,18.0,0.68,3.7778,3.8689,3632340,67249176.58,3885440000.0,1753790480.0
2018-03-08,'300484,蓝海华腾,18.0,18.05,17.52,17.6,17.59,0.41,2.3309,1.6973,1593500,28516896.78,3744000000.0,1689948000.0
2018-03-07,'300484,蓝海华腾,17.59,18.03,17.55,17.92,17.96,-0.37,-2.0601,1.2714,1193700,21198282.78,3658720000.0,1651454740.0
2018-03-06,'300484,蓝海华腾,17.96,18.13,17.73,17.85,17.92,0.04,0.2232,1.852,1738742,31179195.58,3735680000.0,1686192560.0
2018-03-05,'300484,蓝海华腾,17.92,17.98,17.43,17.62,17.5,0.42,2.4,1.4409,1352820,23923961.2,3727360000.0,1682437120.0
2018-03-02,'300484,蓝海华腾,17.5,18.25,17.45,17.7,17.8,-0.3,-1.6854,2.4935,2341020,41764174.44,3640000000.0,1643005000.0
2018-03-01,'300484,蓝海华腾,17.8,17.82,17.01,17.08,17.2,0.6,3.4884,2.2484,2110920,37077307.0,3702400000.0,1671170800.0
2018-02-28,'300484,蓝海华腾,17.2,17.35,16.83,17.01,17.4,-0.2,-1.1494,1.7715,1663200,28502118.16,3577600000.0,1614839200.0
2018-02-27,'300484,蓝海华腾,17.4,17.86,17.32,17.52,17.51,-0.11,-0.6282,2.0755,1948600,34108894.0,3619200000.0,1633616400.0
2018-02-26,'300484,蓝海华腾,17.51,17.6,16.75,16.87,16.71,0.8,4.7876,2.1573,2025402,35124807.52,3642080000.0,1643943860.0
2018-02-23,'300484,蓝海华腾,16.71,16.99,16.64,16.99,16.91,-0.2,-1.1827,0.8768,823214,13806711.66,3475680000.0,1568835060.0
2018-02-22,'300484,蓝海华腾,16.91,17.1,16.59,16.7,16.48,0.43,2.6092,1.3832,1298614,21849281.34,3517280000.0,1587612260.0
2018-02-14,'300484,蓝海华腾,16.48,16.6,16.3,16.5,16.44,0.04,0.2433,0.8262,775670,12760128.8,3427840000.0,1547241280.0
2018-02-13,'300484,蓝海华腾,16.44,16.91,16.43,16.79,16.74,-0.3,-1.7921,1.4407,1352600,22523257.96,3419520000.0,1543485840.0
2018-02-12,'300484,蓝海华腾,16.74,17.11,16.16,16.24,15.99,0.75,4.6904,2.0738,1946964,32368319.52,3481920000.0,1571651640.0
2018-02-09,'300484,蓝海华腾,15.99,16.5,15.83,16.2,16.7,-0.71,-4.2515,1.528,1434620,23177939.14,3325920000.0,1501237140.0
2018-02-08,'300484,蓝海华腾,16.7,16.99,16.4,16.71,16.96,-0.26,-1.533,2.1555,2023700,33899081.0,3473600000.0,1567896200.0
2018-02-07,'300484,蓝海华腾,16.96,17.36,15.88,16.77,16.66,0.3,1.8007,3.6669,3442700,57232843.0,3527680000.0,1592306560.0
2018-02-06,'300484,蓝海华腾,16.66,17.62,15.63,15.63,16.02,0.64,3.995,4.7517,4461200,76552581.0,3465280000.0,1564140760.0
2018-02-05,'300484,蓝海华腾,16.02,16.3,15.9,16.28,16.63,-0.61,-3.6681,1.8362,1723910,27763113.7,3332160000.0,1504053720.0
2018-02-02,'300484,蓝海华腾,16.63,17.2,16.38,17.2,17.3,-0.67,-3.8728,2.3194,2177581,36398159.51,3459040000.0,1561324180.0
2018-02-01,'300484,蓝海华腾,17.3,18.48,17.3,17.81,18.31,-1.01,-5.5161,2.1117,1982565,35107880.55,3598400000.0,1624227800.0
2018-01-31,'300484,蓝海华腾,18.31,19.38,17.83,19.38,19.6,-1.29,-6.5816,2.4015,2254702,41555182.08,3808480000.0,1719052660.0
2018-01-30,'300484,蓝海华腾,19.6,19.83,19.44,19.66,19.59,0.01,0.051,0.603,566100,11096675.0,4076800000.0,1840165600.0
