»’∆⁄,π…∆±¥˙¬Î,√˚≥∆, ’≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€,ø™≈Ãº€,«∞ ’≈Ã,’«µ¯∂Ó,’«µ¯∑˘,ªª ÷¬ ,≥…Ωª¡ø,≥…ΩªΩ∂Ó,◊‹ –÷µ,¡˜Õ® –÷µ
2018-04-13,'300602,∑…»Ÿ¥Ô,66.57,68.49,66.27,68.13,68.0,-1.43,-2.1029,1.8674,575501,38603209.94,6657000000.0,2051594202.0
2018-04-12,'300602,∑…»Ÿ¥Ô,68.0,70.79,67.11,67.6,68.2,-0.2,-0.2933,2.3655,729003,50449169.02,6800000000.0,2095664800.0
2018-04-11,'300602,∑…»Ÿ¥Ô,68.2,69.54,66.21,66.75,66.9,1.3,1.9432,2.0398,628631,42239429.78,6820000000.0,2101828520.0
2018-04-10,'300602,∑…»Ÿ¥Ô,66.9,69.72,65.79,68.0,69.0,-2.1,-3.0435,2.776,855509,57629346.55,6690000000.0,2061764340.0
2018-04-09,'300602,∑…»Ÿ¥Ô,69.0,72.85,67.48,72.79,71.46,-2.46,-3.4425,3.4876,1074829,75055389.6,6900000000.0,2126483400.0
2018-04-04,'300602,∑…»Ÿ¥Ô,71.46,71.87,69.1,70.0,69.8,1.66,2.3782,2.1656,667393,47200323.26,7146000000.0,2202297156.0
2018-04-03,'300602,∑…»Ÿ¥Ô,69.8,71.2,68.81,69.87,70.5,-0.7,-0.9929,2.0549,633300,44286208.0,6980000000.0,2151138280.0
2018-04-02,'300602,∑…»Ÿ¥Ô,70.5,71.0,68.0,70.2,67.0,3.5,5.2239,5.369,1654650,115592328.11,7050000000.0,2172711300.0
2018-03-30,'300602,∑…»Ÿ¥Ô,67.0,67.74,65.47,65.5,64.3,2.7,4.1991,4.0507,1248354,83254848.3,6700000000.0,2064846200.0
2018-03-29,'300602,∑…»Ÿ¥Ô,64.3,64.95,63.05,64.0,63.95,0.35,0.5473,1.2509,385500,24579339.0,6430000000.0,1981635980.0
2018-03-28,'300602,∑…»Ÿ¥Ô,63.95,65.0,63.1,65.0,65.0,-1.05,-1.6154,1.1574,356700,22843933.0,6395000000.0,1970849470.0
2018-03-27,'300602,∑…»Ÿ¥Ô,65.0,65.87,62.9,65.5,65.1,-0.1,-0.1536,3.5872,1105517,70916556.88,6500000000.0,2003209000.0
2018-03-26,'300602,∑…»Ÿ¥Ô,65.1,67.79,64.0,66.52,66.9,-1.8,-2.6906,4.2387,1306315,85971022.48,6510000000.0,2006290860.0
2018-03-23,'300602,∑…»Ÿ¥Ô,66.9,69.44,62.0,63.0,63.13,3.77,5.9718,8.155,2513247,165299245.57,6690000000.0,2061764340.0
2018-03-22,'300602,∑…»Ÿ¥Ô,63.13,65.43,62.8,62.8,63.25,-0.12,-0.1897,4.0109,1236092,79580845.58,6313000000.0,1945578218.0
2018-03-21,'300602,∑…»Ÿ¥Ô,63.25,66.43,63.0,65.49,65.47,-2.22,-3.3909,2.8999,893715,57351033.44,6325000000.0,1949276450.0
2018-03-20,'300602,∑…»Ÿ¥Ô,65.47,66.48,65.19,66.47,66.45,-0.98,-1.4748,1.5992,492856,32320230.0,6547000000.0,2017693742.0
2018-03-19,'300602,∑…»Ÿ¥Ô,66.45,67.66,66.0,67.01,67.2,-0.75,-1.1161,2.3304,718200,48081631.0,6645000000.0,2047895970.0
2018-03-16,'300602,∑…»Ÿ¥Ô,67.2,68.98,64.75,64.75,64.63,2.57,3.9765,5.2108,1605903,107885470.19,6720000000.0,2071009920.0
2018-03-15,'300602,∑…»Ÿ¥Ô,64.63,65.1,61.9,61.9,62.77,1.86,2.9632,3.2473,1000766,63659912.18,6463000000.0,1991806118.0
2018-03-14,'300602,∑…»Ÿ¥Ô,62.77,63.46,60.51,62.4,61.99,0.78,1.2583,1.8056,556458,34708925.62,6277000000.0,1934483522.0
2018-03-13,'300602,∑…»Ÿ¥Ô,61.99,65.5,61.51,63.0,63.19,-1.2,-1.899,2.8896,890530,56759630.7,6199000000.0,1910445014.0
2018-03-12,'300602,∑…»Ÿ¥Ô,63.19,63.37,61.36,62.14,61.59,1.6,2.5978,2.6237,808600,50517663.0,6319000000.0,1947427334.0
2018-03-09,'300602,∑…»Ÿ¥Ô,61.59,61.68,60.0,60.03,60.83,0.76,1.2494,2.1212,653721,39860434.31,6159000000.0,1898117574.0
2018-03-08,'300602,∑…»Ÿ¥Ô,60.83,60.83,58.0,58.8,58.29,2.54,4.3575,2.6206,807633,48529569.74,6083000000.0,1874695438.0
2018-03-07,'300602,∑…»Ÿ¥Ô,58.29,58.48,56.55,56.7,57.2,1.09,1.9056,1.3122,404415,23407138.57,5829000000.0,1796416194.0
2018-03-06,'300602,∑…»Ÿ¥Ô,57.2,57.69,55.7,57.5,56.78,0.42,0.7397,1.2046,371241,21141237.43,5720000000.0,1762823920.0
2018-03-05,'300602,∑…»Ÿ¥Ô,56.78,57.8,55.78,55.78,55.68,1.1,1.9756,1.3315,410337,23347075.48,5678000000.0,1749880108.0
2018-03-02,'300602,∑…»Ÿ¥Ô,55.68,56.04,53.49,53.49,54.1,1.58,2.9205,1.4477,446168,24618744.94,5568000000.0,1715979648.0
2018-03-01,'300602,∑…»Ÿ¥Ô,54.1,54.59,53.38,53.38,53.8,0.3,0.5576,0.9894,304914,16516152.08,5410000000.0,1667286260.0
2018-02-28,'300602,∑…»Ÿ¥Ô,53.8,55.74,53.79,55.06,55.84,-2.04,-3.6533,1.7883,551137,30090941.46,5380000000.0,1658040680.0
2018-02-27,'300602,∑…»Ÿ¥Ô,55.84,56.45,53.3,54.0,54.9,0.94,1.7122,2.7295,841191,46435489.5,5584000000.0,1720910624.0
2018-02-26,'300602,∑…»Ÿ¥Ô,54.9,55.58,53.01,53.72,53.75,1.15,2.1395,2.7405,844572,45772653.0,5490000000.0,1691941140.0
2018-02-23,'300602,∑…»Ÿ¥Ô,53.75,53.75,48.65,49.49,48.86,4.89,10.0082,1.4647,451400,23598693.0,5375000000.0,1656499750.0
2018-02-22,'300602,∑…»Ÿ¥Ô,48.86,49.07,47.04,47.05,47.02,1.84,3.9132,0.6542,201622,9786520.6,4886000000.0,1505796796.0
2018-02-14,'300602,∑…»Ÿ¥Ô,47.02,47.78,46.01,46.01,46.41,0.61,1.3144,0.4627,142597,6684233.0,4702000000.0,1449090572.0
2018-02-13,'300602,∑…»Ÿ¥Ô,46.41,47.0,46.1,46.8,46.61,-0.2,-0.4291,0.6447,198700,9238270.39,4641000000.0,1430291226.0
2018-02-12,'300602,∑…»Ÿ¥Ô,46.61,46.97,45.02,45.57,45.66,0.95,2.0806,0.6547,201783,9316022.07,4661000000.0,1436454946.0
2018-02-09,'300602,∑…»Ÿ¥Ô,45.66,47.65,43.26,44.98,45.08,0.58,1.2866,1.1012,339362,15651640.14,4566000000.0,1407177276.0
2018-02-08,'300602,∑…»Ÿ¥Ô,45.08,45.39,43.2,43.85,43.5,1.58,3.6322,0.5688,175300,7858439.0,4508000000.0,1389302488.0
2018-02-07,'300602,∑…»Ÿ¥Ô,43.5,46.71,41.88,46.28,45.16,-1.66,-3.6758,0.9345,288000,12634837.36,4350000000.0,1340609100.0
2018-02-06,'300602,∑…»Ÿ¥Ô,45.16,46.51,44.2,44.8,46.65,-1.49,-3.194,0.5705,175832,7968885.0,4516000000.0,1391767976.0
2018-02-05,'300602,∑…»Ÿ¥Ô,46.65,46.65,44.8,45.7,46.4,0.25,0.5388,0.609,187700,8668249.0,4665000000.0,1437687690.0
2018-02-02,'300602,∑…»Ÿ¥Ô,46.4,46.78,42.02,43.64,44.02,2.38,5.4066,1.2302,379130,17152886.52,4640000000.0,1429983040.0
2018-02-01,'300602,∑…»Ÿ¥Ô,44.02,47.01,43.03,47.01,47.38,-3.36,-7.0916,1.4475,446099,19956801.24,4402000000.0,1356634772.0
2018-01-31,'300602,∑…»Ÿ¥Ô,47.38,48.24,47.08,48.02,47.87,-0.49,-1.0236,0.5118,157727,7459724.65,4738000000.0,1460185268.0
2018-01-30,'300602,∑…»Ÿ¥Ô,47.87,48.36,47.58,47.82,47.83,0.04,0.0836,0.513,158100,7564943.43,4787000000.0,1475286382.0
2018-01-29,'300602,∑…»Ÿ¥Ô,47.83,51.05,47.77,50.36,50.2,-2.37,-4.7211,0.9967,307161,14945692.23,4783000000.0,1474053638.0
2018-01-26,'300602,∑…»Ÿ¥Ô,50.2,50.98,49.6,50.06,50.12,0.08,0.1596,0.8633,266061,13398551.56,5020000000.0,1547093720.0
2018-01-25,'300602,∑…»Ÿ¥Ô,50.12,50.58,48.18,48.18,48.66,1.46,3.0004,1.9032,475806,23686018.25,5012000000.0,1253000000.0
2018-01-24,'300602,∑…»Ÿ¥Ô,48.66,49.29,46.5,49.29,50.1,-1.44,-2.8743,2.9942,748546,35891606.63,4866000000.0,1216500000.0
