日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2018-04-13,'300507,苏奥传感,30.6,31.09,30.32,30.8,30.62,-0.02,-0.0653,3.5479,2415400,74260400.6,3672183600.0,2083235760.0
2018-04-12,'300507,苏奥传感,30.62,31.29,30.5,30.7,31.14,-0.52,-1.6699,3.787,2578160,79402089.8,3674583720.0,2084597352.0
2018-04-11,'300507,苏奥传感,31.14,31.64,30.69,31.0,31.36,-0.22,-0.7015,5.107,3476815,108442026.55,3736986840.0,2119998744.0
2018-04-10,'300507,苏奥传感,31.36,32.55,30.35,32.37,31.85,-0.49,-1.5385,7.0327,4787801,150429165.0,3763388160.0,2134976256.0
2018-04-09,'300507,苏奥传感,31.85,32.7,31.2,32.5,32.24,-0.39,-1.2097,7.0658,4810400,154034466.78,3822191100.0,2168335260.0
2018-04-04,'300507,苏奥传感,32.24,34.76,32.11,34.1,35.15,-2.91,-8.2788,10.9046,7423776,247434818.5,3868993440.0,2194886304.0
2018-04-03,'300507,苏奥传感,35.15,36.0,33.29,33.5,34.1,1.05,3.0792,17.6442,12012080,416162127.59,4218210900.0,2392997940.0
2018-04-02,'300507,苏奥传感,34.1,34.1,32.53,32.58,31.0,3.1,10.0,14.3047,9738581,328847232.98,4092204600.0,2321514360.0
2018-03-30,'300507,苏奥传感,31.0,31.0,28.26,28.4,28.18,2.82,10.0071,5.5193,3757519,111661231.2,3720186000.0,2110467600.0
2018-03-29,'300507,苏奥传感,28.18,28.63,27.44,27.44,27.64,0.54,1.9537,3.9857,2713447,76219330.53,3381769080.0,1918483128.0
2018-03-28,'300507,苏奥传感,27.64,28.32,26.55,26.69,27.42,0.22,0.8023,5.3682,3654647,101086006.55,3316965840.0,1881720144.0
2018-03-27,'300507,苏奥传感,27.42,27.42,25.11,25.57,24.93,2.49,9.988,3.9662,2700207,71944306.11,3290564520.0,1866742632.0
2018-03-26,'300507,苏奥传感,24.93,25.16,23.15,24.18,25.14,-0.21,-0.8353,2.2458,1528915,37384099.05,2991749580.0,1697224428.0
2018-03-23,'300507,苏奥传感,25.14,27.17,25.14,26.98,27.93,-2.79,-9.9893,3.5733,2432664,63038201.49,3016950840.0,1711521144.0
2018-03-22,'300507,苏奥传感,27.93,28.35,27.38,28.05,28.23,-0.3,-1.0627,2.6727,1819577,50628870.21,3351767580.0,1901463228.0
2018-03-21,'300507,苏奥传感,28.23,29.48,27.9,27.9,27.84,0.39,1.4009,5.4504,3710577,106513086.52,3387769380.0,1921887108.0
2018-03-20,'300507,苏奥传感,27.84,27.88,26.8,27.2,28.03,-0.19,-0.6778,2.6505,1804482,49381428.73,3340967040.0,1895336064.0
2018-03-19,'300507,苏奥传感,28.03,28.2,27.05,27.27,27.63,0.4,1.4477,2.6285,1789478,49847525.74,3363768180.0,1908271188.0
2018-03-16,'300507,苏奥传感,27.63,28.2,27.37,27.53,27.56,0.07,0.254,2.7447,1868613,51882272.73,3315765780.0,1881039348.0
2018-03-15,'300507,苏奥传感,27.56,28.8,26.5,27.86,28.43,-0.87,-3.0601,4.373,2977120,82063273.43,3307365360.0,1876273776.0
2018-03-14,'300507,苏奥传感,28.43,29.52,27.12,27.12,27.7,0.73,2.6354,6.562,4467395,127800753.33,3411770580.0,1935503028.0
2018-03-13,'300507,苏奥传感,27.7,28.18,26.78,27.04,27.33,0.37,1.3538,4.8491,3301252,90814848.68,3324166200.0,1885804920.0
2018-03-12,'300507,苏奥传感,27.33,28.48,26.6,27.0,26.72,0.61,2.2829,7.7658,5286922,145748104.0,3279763980.0,1860615468.0
2018-03-09,'300507,苏奥传感,26.72,26.72,24.1,24.33,24.29,2.43,10.0041,5.8744,3999302,104467450.3,3206560320.0,1819086912.0
2018-03-08,'300507,苏奥传感,24.29,24.32,23.72,23.72,23.92,0.37,1.5468,1.2885,877200,21194184.6,2914945740.0,1653653484.0
2018-03-07,'300507,苏奥传感,23.92,24.76,23.88,24.75,24.66,-0.74,-3.0008,1.6429,1118509,27085204.97,2870543520.0,1628464032.0
2018-03-06,'300507,苏奥传感,24.66,25.6,24.11,24.25,24.2,0.46,1.9008,2.6926,1833140,45745065.05,2959347960.0,1678842936.0
2018-03-05,'300507,苏奥传感,24.2,24.29,23.67,23.98,23.87,0.33,1.3825,1.2551,854480,20480543.2,2904145200.0,1647526320.0
2018-03-02,'300507,苏奥传感,23.87,24.6,23.72,23.86,24.25,-0.38,-1.567,1.8014,1226387,29519036.18,2864543220.0,1625060052.0
2018-03-01,'300507,苏奥传感,24.25,24.84,22.71,22.77,23.15,1.1,4.7516,3.1838,2167507,52397076.3,2910145500.0,1650930300.0
2018-02-28,'300507,苏奥传感,23.15,23.47,22.53,22.61,23.07,0.08,0.3468,1.3376,910640,21122441.2,2778138900.0,1576042740.0
2018-02-27,'300507,苏奥传感,23.07,23.45,22.8,23.0,23.07,0.0,0.0,1.4562,991360,22942296.8,2768538420.0,1570596372.0
2018-02-26,'300507,苏奥传感,23.07,23.12,22.12,22.16,22.0,1.07,4.8636,2.0417,1389984,31699521.52,2768538420.0,1570596372.0
2018-02-23,'300507,苏奥传感,22.0,22.04,21.6,21.9,21.85,0.15,0.6865,0.7734,526540,11546846.8,2640132000.0,1497751200.0
2018-02-22,'300507,苏奥传感,21.85,21.95,21.39,21.95,21.33,0.52,2.4379,0.747,508560,11043534.6,2622131100.0,1487539260.0
2018-02-14,'300507,苏奥传感,21.33,21.55,21.02,21.35,21.35,-0.02,-0.0937,0.7185,489140,10419815.5,2559727980.0,1452137868.0
2018-02-13,'300507,苏奥传感,21.35,22.1,21.2,21.8,21.76,-0.41,-1.8842,0.9382,638724,13802344.52,2562128100.0,1453499460.0
2018-02-12,'300507,苏奥传感,21.76,21.98,20.65,21.0,20.64,1.12,5.4264,1.4768,1005420,21635788.92,2611330560.0,1481412096.0
2018-02-09,'300507,苏奥传感,20.64,21.39,20.08,21.15,21.67,-1.03,-4.7531,1.2479,849536,17699962.34,2476923840.0,1405162944.0
2018-02-08,'300507,苏奥传感,21.67,21.88,21.14,21.3,21.33,0.34,1.594,1.1507,783396,16919306.26,2600530020.0,1475284932.0
2018-02-07,'300507,苏奥传感,21.33,21.7,20.6,21.2,21.06,0.27,1.2821,1.5635,1064438,22606607.36,2559727980.0,1452137868.0
2018-02-06,'300507,苏奥传感,21.06,23.3,21.06,23.3,23.4,-2.34,-10.0,1.7082,1162956,25421336.96,2527326360.0,1433756376.0
2018-02-05,'300507,苏奥传感,23.4,23.69,22.75,22.88,23.32,0.08,0.3431,0.5713,388940,9130914.8,2808140400.0,1593062640.0
2018-02-02,'300507,苏奥传感,23.32,23.79,22.6,23.71,23.71,-0.39,-1.6449,0.9708,660900,15372599.8,2798539920.0,1587616272.0
