code,short,allToneQ,allToneA
002069,ST獐岛,0.5625,0.7486338797814208
002029,七匹狼,0.559322033898305,0.646551724137931
002085,万丰奥威,0.5223880597014925,0.678391959798995
002543,万和电气,0.5949367088607594,0.7860082304526749
300482,万孚生物,0.5,0.7741935483870968
002590,万安科技,0.423728813559322,0.5942028985507246
002654,万润科技,0.6666666666666666,0.8936170212765957
002643,万润股份,0.4430379746835443,0.7358490566037735
300268,万福生科,0.5918367346938775,0.5342465753424658
000002,万科A,0.3146853146853147,0.78
300168,万达信息,0.4126984126984127,0.6692913385826772
002739,万达院线,0.3178294573643411,0.7405140758873929
300055,万邦达,0.7101449275362319,0.7206703910614525
002434,万里扬,0.6538461538461539,0.7554585152838428
002785,万里石,0.7704918032786885,0.927536231884058
300591,万里马,0.6049382716049383,0.7686375321336761
300552,万集科技,0.5555555555555556,0.87248322147651
300057,万顺股份,0.6910569105691057,0.7777777777777778
002276,万马股份,0.2857142857142857,0.6626506024096386
002555,三七互娱,0.6111111111111112,0.7568238213399504
300276,三丰智能,0.7230769230769231,0.7222222222222222
300051,三五互联,0.6266666666666667,0.6377952755905512
002417,三元达,0.6578947368421053,0.5844155844155844
002216,三全食品,0.5531914893617021,0.7593984962406015
300295,三六五网,0.43820224719101125,0.5796178343949044
002224,三力士,0.5061728395061729,0.3170731707317073
002112,三变科技,0.7358490566037735,0.639344262295082
002621,三垒股份,0.5434782608695652,0.8181818181818182
002780,三夫户外,0.6571428571428571,0.6836734693877551
300066,三川智慧,0.639344262295082,0.8645833333333334
300515,三德科技,0.6790123456790124,0.7578125
002857,三晖电气,0.5412844036697247,0.7251908396946565
002312,三泰控股,0.7272727272727273,0.7428571428571429
002159,三特索道,0.7227722772277227,0.8117647058823529
300408,三环集团,0.68,0.9363057324840764
300056,三维丝,0.2605042016806723,0.5830388692579506
002469,三维工程,0.3877551020408163,0.8010471204188482
002115,三维通信,0.6491228070175439,0.7777777777777778
300384,三联虹普,0.75,0.8034188034188035
300072,三聚环保,0.6554307116104869,0.6826003824091779
002050,三花智控,0.9069767441860465,0.7678571428571429
300298,三诺生物,0.5421686746987951,0.7117117117117117
002110,三钢闽光,0.6615384615384615,0.7484276729559748
300236,上海新阳,0.6166666666666667,0.7791044776119403
002252,上海莱士,0.8,0.8597785977859779
300226,上海钢联,0.6551724137931034,0.7477477477477478
300522,世名科技,0.5227272727272727,0.755868544600939
002796,世嘉科技,0.9,0.9413919413919414
002558,世纪游轮,0.49206349206349204,0.7185929648241206
300150,世纪瑞尔,0.3118279569892473,0.8433734939759037
300050,世纪鼎利,0.8723404255319149,0.8850574712643678
002285,世联行,0.6404494382022472,0.71
002016,世荣兆业,0.6065573770491803,0.9322033898305084
002748,世龙实业,0.6875,0.8320610687022901
002017,东信和平,0.65625,0.6
300354,东华测试,0.7009345794392523,0.7021276595744681
002140,东华科技,0.48,0.6416938110749185
002221,东华能源,0.43529411764705883,0.7699805068226121
002065,东华软件,0.5454545454545454,0.7647058823529411
300353,东土科技,0.6818181818181818,0.8279569892473119
300239,东宝生物,0.5,0.8590604026845637
300171,东富龙,0.6756756756756757,0.819672131147541
002384,东山精密,0.5277777777777778,0.7777777777777778
002819,东方中科,0.5517241379310345,0.6875
002310,东方园林,0.5764705882352941,0.7372262773722628
300166,东方国信,0.5454545454545454,0.8194774346793349
002755,东方新星,0.6,0.7049180327868853
300118,东方日升,0.49056603773584906,0.746031746031746
002086,东方海洋,0.7045454545454546,0.8045112781954887
300217,东方电热,0.5161290322580645,0.7540983606557377
002611,东方精工,0.6615384615384615,0.7718120805369127
300367,东方网力,0.8348623853211009,0.853763440860215
002175,东方网络,0.7090909090909091,0.8875
300059,东方财富,0.7090909090909091,0.797752808988764
300379,东方通,0.7171717171717171,0.8842105263157894
002545,东方铁塔,0.6626506024096386,0.8404255319148937
002167,东方锆业,0.4418604651162791,0.707196029776675
002271,东方雨虹,0.5483870967741935,0.8202247191011236
002713,东易日盛,0.6417910447761194,0.8152173913043478
002199,东晶电子,0.4157303370786517,0.75
300486,东杰智能,0.39285714285714285,0.7414965986394558
002672,东江环保,0.6396396396396397,0.7237936772046589
002117,东港股份,0.5,0.7424242424242424
002675,东诚药业,0.3894736842105263,0.7821782178217822
300183,东软载波,0.49206349206349204,0.7901234567901234
002793,东音股份,0.48,0.8333333333333334
002793,东音股份,0.6825396825396826,0.7310924369747899
300512,中亚股份,0.75,0.8873239436619719
002579,中京电子,0.42105263157894735,0.695364238410596
300018,中元股份,0.5873015873015873,0.8453333333333334
300414,中光防雷,0.550561797752809,0.8136439267886856
002309,中利集团,0.65,0.8113207547169812
002542,中化岩土,0.5662650602409639,0.8324022346368715
002445,中南文化,0.25925925925925924,0.8652482269503546
601985,中国核电,0.7894736842105263,0.717391304347826
002116,中国海诚,0.4827586206896552,0.5319148936170213
002779,中坚科技,0.6363636363636364,0.8160919540229885
300270,中威电子,0.6153846153846154,0.7888198757763976
300560,中富通,0.6470588235294118,0.7446808510638298
002051,中工国际,0.5555555555555556,0.7052631578947368
002364,中恒电气,0.5,0.8305084745762712
002021,中捷资源,0.6862745098039216,0.6640625
300364,中文在线,0.5384615384615384,0.9218241042345277
300575,中旗股份,0.68,0.8403041825095057
002080,中材科技,0.5116279069767442,0.8105263157894737
300393,中来股份,0.620253164556962,0.8
002145,中核钛白,0.5076923076923077,0.7294685990338164
002092,中泰化学,0.6666666666666666,0.7529880478087649
002659,中泰桥梁,0.6923076923076923,0.8670076726342711
300435,中泰股份,0.6857142857142857,0.8
002401,中海科技,0.7377049180327869,0.8
300177,中海达,0.5666666666666667,0.7976190476190477
300526,中潜股份,0.5816993464052288,0.8790697674418605
002129,中环股份,0.20398009950248755,0.6736842105263158
300140,中环装备,0.639344262295082,0.7150837988826816
002298,中电鑫龙,0.3422818791946309,0.9044585987261147
002738,中矿资源,0.5,0.854251012145749
002306,中科云网,0.33004926108374383,0.5026455026455027
002290,中科新材,0.7,0.84375
300035,中科电气,0.6190476190476191,0.7165354330708661
002657,中科金财,0.4090909090909091,0.7850467289719626
300062,中能电气,0.6363636363636364,0.7906137184115524
002163,中航三鑫,0.6721311475409836,0.717948717948718
002179,中航光电,0.6842105263157895,0.8632478632478633
300114,中航电测,0.6101694915254238,0.8387096774193549
002822,中装建设,0.7777777777777778,0.868421052631579
002471,中超控股,0.35555555555555557,0.7464788732394366
300145,中金环境,0.4095238095238095,0.8862275449101796
002057,中钢天源,0.6302521008403361,0.7401129943502824
